% Data generated on Wed Nov 18 22:18:18 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.07,-0.08,0.10,0.08,-0.05,-0.01,0.06,-0.20,0.04,-0.04,-1.67,-0.82,4.21,0.85,-1.43,0.70,0.66,4.13,-1.00,2.47,1.91,0.33,0.72,2.99,NOT_EX
4.21,0.85,-1.43,0.70,0.66,4.13,-1.00,2.47,1.91,0.33,0.72,2.99,1.42,-8.42,-2.26,0.36,-0.45,-0.22,0.11,0.03,-0.22,0.15,0.03,-0.30,NOT_EX
1.42,-8.42,-2.26,0.36,-0.45,-0.22,0.11,0.03,-0.22,0.15,0.03,-0.30,0.01,-0.48,-0.23,0.18,-2.51,-0.30,-0.27,-3.97,-2.17,-0.11,3.86,0.99,NOT_EX
0.01,-0.48,-0.23,0.18,-2.51,-0.30,-0.27,-3.97,-2.17,-0.11,3.86,0.99,-0.72,3.96,1.98,1.08,1.55,1.58,1.19,-1.38,-0.63,1.58,-1.34,-0.67,NOT_EX
-0.72,3.96,1.98,1.08,1.55,1.58,1.19,-1.38,-0.63,1.58,-1.34,-0.67,0.24,0.11,-0.42,-0.03,-0.19,-0.42,0.01,-0.85,-0.09,0.52,-4.08,-0.28,NOT_EX
0.24,0.11,-0.42,-0.03,-0.19,-0.42,0.01,-0.85,-0.09,0.52,-4.08,-0.28,0.49,0.20,-0.66,1.10,2.44,2.64,0.50,2.86,2.66,-0.57,1.83,-1.18,NOT_EX
0.49,0.20,-0.66,1.10,2.44,2.64,0.50,2.86,2.66,-0.57,1.83,-1.18,1.13,-0.70,0.93,0.17,-0.18,0.37,0.06,0.05,-0.23,0.08,-0.18,-0.31,NOT_EX
1.13,-0.70,0.93,0.17,-0.18,0.37,0.06,0.05,-0.23,0.08,-0.18,-0.31,0.12,-1.29,-0.16,0.32,-4.75,-0.83,-1.85,1.59,-3.29,-1.44,3.34,1.29,NOT_EX
0.12,-1.29,-0.16,0.32,-4.75,-0.83,-1.85,1.59,-3.29,-1.44,3.34,1.29,-0.72,4.27,1.04,-1.15,-0.01,1.43,-1.18,-0.53,0.26,-0.04,-0.02,-0.23,NOT_EX
-0.72,4.27,1.04,-1.15,-0.01,1.43,-1.18,-0.53,0.26,-0.04,-0.02,-0.23,-0.08,-0.34,-0.41,0.02,-0.53,-0.30,0.30,-2.32,-0.25,-0.09,-7.35,-0.66,NOT_EX
-0.08,-0.34,-0.41,0.02,-0.53,-0.30,0.30,-2.32,-0.25,-0.09,-7.35,-0.66,0.23,3.34,-0.41,-0.18,3.77,2.84,0.82,2.42,0.71,-2.69,1.42,-0.08,NOT_EX
0.23,3.34,-0.41,-0.18,3.77,2.84,0.82,2.42,0.71,-2.69,1.42,-0.08,6.91,-3.53,2.87,0.08,0.07,-0.07,0.04,0.04,-0.19,-0.14,0.03,-0.32,NOT_EX
6.91,-3.53,2.87,0.08,0.07,-0.07,0.04,0.04,-0.19,-0.14,0.03,-0.32,-0.62,-0.13,-1.18,-2.57,1.86,-5.60,-4.86,1.09,-7.16,-2.19,1.23,-4.14,NOT_EX
-0.62,-0.13,-1.18,-2.57,1.86,-5.60,-4.86,1.09,-7.16,-2.19,1.23,-4.14,-0.80,0.18,0.78,-0.61,1.50,0.52,0.16,0.08,-0.27,0.05,-0.02,-0.07,NOT_EX
-0.80,0.18,0.78,-0.61,1.50,0.52,0.16,0.08,-0.27,0.05,-0.02,-0.07,-0.14,-0.33,-0.18,-0.08,-0.82,-0.15,0.28,-2.13,-0.39,-0.53,-6.36,0.07,NOT_EX
-0.14,-0.33,-0.18,-0.08,-0.82,-0.15,0.28,-2.13,-0.39,-0.53,-6.36,0.07,-3.98,4.66,1.08,-0.70,3.04,0.42,-0.50,3.14,0.60,-0.10,0.50,-0.32,NOT_EX
-3.98,4.66,1.08,-0.70,3.04,0.42,-0.50,3.14,0.60,-0.10,0.50,-0.32,1.68,-3.03,-1.08,-1.26,0.46,0.01,-0.05,-0.15,-0.27,-0.13,-0.47,-0.42,NOT_EX
1.68,-3.03,-1.08,-1.26,0.46,0.01,-0.05,-0.15,-0.27,-0.13,-0.47,-0.42,0.11,-0.88,-0.36,0.28,-4.40,-0.46,1.95,0.54,-1.08,0.99,4.39,-0.57,NOT_EX
0.11,-0.88,-0.36,0.28,-4.40,-0.46,1.95,0.54,-1.08,0.99,4.39,-0.57,0.69,3.50,3.05,-1.10,1.84,2.57,0.01,-1.18,0.78,2.22,-1.47,-0.25,NOT_EX
0.69,3.50,3.05,-1.10,1.84,2.57,0.01,-1.18,0.78,2.22,-1.47,-0.25,-0.07,-0.37,-0.16,-0.03,-0.34,-0.51,0.20,-0.76,-0.27,0.47,-3.26,-0.54,NOT_EX
-0.07,-0.37,-0.16,-0.03,-0.34,-0.51,0.20,-0.76,-0.27,0.47,-3.26,-0.54,-1.42,-4.96,-0.88,-0.73,3.84,1.20,-0.93,4.16,0.23,-0.46,2.50,0.91,NOT_EX
-1.42,-4.96,-0.88,-0.73,3.84,1.20,-0.93,4.16,0.23,-0.46,2.50,0.91,-0.28,-0.64,0.24,0.57,-0.79,0.19,0.26,-0.04,-0.27,0.00,-0.35,-0.41,NOT_EX
-0.28,-0.64,0.24,0.57,-0.79,0.19,0.26,-0.04,-0.27,0.00,-0.35,-0.41,0.03,-0.92,-0.21,0.34,-3.44,-0.30,-1.22,-6.92,-0.11,-1.14,4.17,-0.03,NOT_EX
0.03,-0.92,-0.21,0.34,-3.44,-0.30,-1.22,-6.92,-0.11,-1.14,4.17,-0.03,-1.81,4.60,1.90,-0.84,3.87,1.60,-0.06,-0.84,1.06,-4.00,-4.66,0.01,NOT_EX
-1.81,4.60,1.90,-0.84,3.87,1.60,-0.06,-0.84,1.06,-4.00,-4.66,0.01,-0.11,-0.06,-0.14,0.04,-0.17,-0.28,0.05,-0.68,0.11,-0.04,-2.77,0.11,NOT_EX
-0.11,-0.06,-0.14,0.04,-0.17,-0.28,0.05,-0.68,0.11,-0.04,-2.77,0.11,2.48,1.15,-1.31,3.72,0.12,4.65,3.17,-0.87,6.84,2.75,-0.67,5.04,NOT_EX
2.48,1.15,-1.31,3.72,0.12,4.65,3.17,-0.87,6.84,2.75,-0.67,5.04,0.98,0.09,2.63,-0.08,1.46,0.02,-0.56,-0.10,0.22,-0.08,-0.20,0.37,NOT_EX
0.98,0.09,2.63,-0.08,1.46,0.02,-0.56,-0.10,0.22,-0.08,-0.20,0.37,-0.11,-0.13,0.16,0.03,-0.03,-0.05,-0.03,-0.29,-0.09,-0.23,-3.32,-0.75,NOT_EX
-0.11,-0.13,0.16,0.03,-0.03,-0.05,-0.03,-0.29,-0.09,-0.23,-3.32,-0.75,0.51,0.64,-0.41,-0.41,2.58,1.95,-1.44,1.16,1.92,-0.02,-0.54,1.29,NOT_EX
0.51,0.64,-0.41,-0.41,2.58,1.95,-1.44,1.16,1.92,-0.02,-0.54,1.29,0.41,-0.17,-2.23,0.55,-0.82,-0.12,0.23,-0.06,-0.44,0.20,-0.55,-0.46,NOT_EX
0.41,-0.17,-2.23,0.55,-0.82,-0.12,0.23,-0.06,-0.44,0.20,-0.55,-0.46,0.08,-1.40,-0.32,0.48,-5.16,-1.24,-3.01,0.79,-1.75,-0.95,4.73,0.90,NOT_EX
0.08,-1.40,-0.32,0.48,-5.16,-1.24,-3.01,0.79,-1.75,-0.95,4.73,0.90,-0.87,3.26,0.27,-0.24,1.38,2.45,2.37,-2.32,0.80,-3.43,-5.51,0.05,NOT_EX
-0.87,3.26,0.27,-0.24,1.38,2.45,2.37,-2.32,0.80,-3.43,-5.51,0.05,0.24,0.07,-0.50,0.07,-0.12,-0.38,-0.00,-0.34,-0.56,0.41,-3.03,-0.15,NOT_EX
0.24,0.07,-0.50,0.07,-0.12,-0.38,-0.00,-0.34,-0.56,0.41,-3.03,-0.15,0.29,-5.29,-1.84,-1.46,2.73,0.61,0.56,3.50,2.07,-0.28,2.78,-0.18,NOT_EX
0.29,-5.29,-1.84,-1.46,2.73,0.61,0.56,3.50,2.07,-0.28,2.78,-0.18,-2.30,1.04,0.43,6.75,-2.16,0.60,0.19,0.06,-0.07,-0.00,-0.14,-0.25,NOT_EX
-1.00,-1.88,0.17,-0.24,-0.53,-0.56,-0.33,-1.12,-1.32,-0.57,-0.07,-2.09,-0.90,1.80,-2.95,0.82,2.68,0.57,-0.49,1.83,0.68,-1.42,1.37,1.37,EX_PEAK
0.10,-2.61,-0.48,-1.67,-2.99,-2.06,0.27,0.25,-2.06,1.31,-0.46,-2.39,-0.11,3.59,-2.61,-0.94,2.10,-0.11,-0.83,1.59,0.28,-1.52,0.80,1.21,EX_PEAK
-0.25,-3.15,-1.00,0.93,-2.76,-0.48,0.26,0.57,-3.05,0.77,1.87,-2.33,1.05,2.83,-1.84,-0.32,1.86,-0.40,-1.01,1.83,0.94,-1.37,1.07,0.59,EX_PEAK
0.18,-0.91,-0.44,-0.64,-6.00,-0.80,2.90,-0.81,-1.66,0.92,1.19,-3.16,0.27,1.92,-3.09,1.37,1.99,-0.79,0.24,1.32,-0.27,-1.66,0.90,2.19,EX_PEAK
-0.05,-1.89,-1.25,1.58,-4.35,-2.41,-0.71,-1.33,-1.18,0.71,0.65,-2.36,1.43,4.16,-5.92,0.68,1.61,0.28,-0.73,1.44,0.61,-5.24,-0.62,5.07,EX_PEAK
-1.11,-4.55,-0.51,-2.28,-2.86,-0.54,0.14,0.93,-2.20,1.15,0.62,-2.88,0.37,2.12,-1.39,-0.51,2.28,-1.48,-0.67,1.46,0.06,-2.15,0.80,2.58,EX_PEAK
1.07,-3.99,-1.17,-1.90,-1.95,-0.79,0.46,0.76,-1.94,0.63,1.33,-1.66,1.69,2.46,-2.11,0.14,1.52,0.09,-0.87,2.40,-0.10,-2.85,0.58,2.75,EX_PEAK
-0.06,-1.66,0.29,0.03,-4.99,-2.11,2.85,0.75,-2.46,0.19,0.78,-0.71,-1.91,1.50,-3.05,-0.05,1.58,-0.44,-0.51,0.94,-0.27,-1.41,0.64,0.56,EX_PEAK
-0.48,1.19,-1.20,0.62,0.33,-3.76,0.20,0.20,-1.58,-1.34,1.39,-2.24,-0.36,1.69,-0.42,-1.42,0.33,0.90,-2.09,-0.39,4.06,-0.94,-0.88,1.51,EX_PEAK
-2.87,-0.86,-1.83,1.78,0.62,-1.80,4.29,1.75,-4.12,1.35,-0.25,-0.74,0.76,1.62,-1.23,-1.08,1.79,0.57,-2.38,0.49,2.56,-0.97,0.22,0.86,EX_PEAK
-1.42,0.33,0.73,-2.76,-1.99,3.13,-1.32,-1.71,0.80,0.10,-2.61,-0.48,-1.67,-2.99,-2.06,0.27,0.25,-2.06,1.31,-0.46,-2.39,-0.11,3.59,-2.61,EX_TROU
-1.52,0.80,1.21,-2.47,-1.32,2.16,-0.89,-1.45,0.70,-0.25,-3.15,-1.00,0.93,-2.76,-0.48,0.26,0.57,-3.05,0.77,1.87,-2.33,1.05,2.83,-1.84,EX_TROU
-1.37,1.07,0.59,-2.74,-0.15,2.81,-1.33,-1.08,0.60,0.18,-0.91,-0.44,-0.64,-6.00,-0.80,2.90,-0.81,-1.66,0.92,1.19,-3.16,0.27,1.92,-3.09,EX_TROU
-1.19,0.86,0.72,-2.50,-1.54,2.34,-1.47,-1.29,0.84,-0.05,-1.89,-1.25,1.58,-4.35,-2.41,-0.71,-1.33,-1.18,0.71,0.65,-2.36,1.43,4.16,-5.92,EX_TROU
-1.90,-1.95,-0.79,0.46,0.76,-1.94,0.63,1.33,-1.66,1.69,2.46,-2.11,0.14,1.52,0.09,-0.87,2.40,-0.10,-2.85,0.58,2.75,-2.00,-0.87,0.63,EX_TROU
-2.85,0.58,2.75,-2.00,-0.87,0.63,-1.31,-1.28,0.51,-0.06,-1.66,0.29,0.03,-4.99,-2.11,2.85,0.75,-2.46,0.19,0.78,-0.71,-1.91,1.50,-3.05,EX_TROU
-1.41,0.64,0.56,-3.49,-0.16,2.38,-2.15,-1.61,3.08,-0.18,-0.82,-0.06,-0.13,-3.35,-0.36,0.21,-4.05,0.14,-0.48,1.19,-1.20,0.62,0.33,-3.76,EX_TROU
-1.42,0.33,0.90,-2.09,-0.39,4.06,-0.94,-0.88,1.51,-0.88,-1.51,0.22,1.25,-1.00,-0.42,-2.87,-0.86,-1.83,1.78,0.62,-1.80,4.29,1.75,-4.12,EX_TROU
-0.17,-2.27,-0.55,0.14,-0.57,1.25,0.19,-0.40,1.93,0.21,1.84,1.91,-1.62,2.94,1.01,-0.65,2.66,-0.08,1.79,0.77,-1.55,1.28,0.41,-1.49,EX_PEAK
-0.50,-2.53,1.23,-0.44,-1.82,0.89,-0.16,0.45,1.91,-1.25,1.49,2.28,0.89,2.87,-0.79,1.04,1.97,-0.72,0.78,0.81,-0.97,1.79,0.04,-1.94,EX_PEAK
-0.35,-1.61,0.58,-0.18,-0.81,1.36,-0.69,-0.27,2.76,0.33,1.42,1.60,1.26,2.80,-0.44,-0.99,1.84,-1.01,0.15,1.05,-2.15,1.11,0.73,-2.91,EX_PEAK
0.81,-6.30,1.96,1.78,0.76,1.20,-0.95,-0.17,2.80,-1.29,0.38,1.52,2.75,3.52,-0.06,2.70,1.76,-0.37,-0.57,0.85,-0.80,1.40,0.70,-1.22,EX_PEAK
-0.76,-2.35,2.03,1.33,-2.23,1.10,-0.60,-0.76,3.21,-1.36,1.28,1.25,1.30,3.60,0.44,0.30,2.25,0.30,0.64,1.30,-1.88,2.01,0.19,-2.35,EX_PEAK
-2.34,-3.53,2.57,-0.17,0.80,1.70,-0.50,-0.54,1.73,0.94,1.45,1.45,0.44,3.78,-0.33,-0.29,1.72,-1.27,1.14,0.41,-1.27,2.53,-0.53,-2.18,EX_PEAK
0.39,-6.11,2.37,0.62,-0.33,2.07,-0.33,1.46,0.25,1.62,2.85,2.45,0.72,3.33,-1.03,0.92,1.49,-0.38,1.87,0.25,-1.73,2.76,-0.80,-1.48,EX_PEAK
-1.37,-1.26,1.15,-1.66,-3.37,2.43,-2.33,-0.82,2.40,1.43,1.14,0.69,-1.07,3.16,0.83,2.50,3.05,-1.06,-0.73,1.95,-2.08,1.57,-0.07,-1.94,EX_PEAK
-1.44,-1.16,3.34,-1.19,-0.94,0.40,0.24,0.44,1.63,-1.76,2.60,2.94,2.62,3.37,0.05,2.40,2.28,-2.20,2.36,0.81,-1.61,1.59,-0.40,-0.85,EX_PEAK
-0.48,-1.91,0.19,-1.36,-2.91,3.00,1.14,-2.10,1.90,0.80,-0.83,2.31,1.06,2.18,0.05,-0.19,2.46,0.60,0.14,1.83,-3.03,0.90,0.62,-1.46,EX_PEAK
1.79,0.77,-1.55,1.28,0.41,-1.49,1.16,-0.50,-0.99,-0.08,-1.24,-0.15,-0.50,-2.53,1.23,-0.44,-1.82,0.89,-0.16,0.45,1.91,-1.25,1.49,2.28,EX_TROU
1.04,1.97,-0.72,0.78,0.81,-0.97,1.79,0.04,-1.94,0.76,-2.45,-0.01,1.42,-3.52,1.00,-0.35,-1.61,0.58,-0.18,-0.81,1.36,-0.69,-0.27,2.76,EX_TROU
-0.99,1.84,-1.01,0.15,1.05,-2.15,1.11,0.73,-2.91,2.16,-1.28,-0.15,0.81,-6.30,1.96,1.78,0.76,1.20,-0.95,-0.17,2.80,-1.29,0.38,1.52,EX_TROU
2.70,1.76,-0.37,-0.57,0.85,-0.80,1.40,0.70,-1.22,1.40,0.43,-1.83,1.59,-3.74,-0.17,-0.76,-2.35,2.03,1.33,-2.23,1.10,-0.60,-0.76,3.21,EX_TROU
0.30,2.25,0.30,0.64,1.30,-1.88,2.01,0.19,-2.35,2.24,-0.95,-1.04,1.43,-4.01,0.01,-2.34,-3.53,2.57,-0.17,0.80,1.70,-0.50,-0.54,1.73,EX_TROU
-0.29,1.72,-1.27,1.14,0.41,-1.27,2.53,-0.53,-2.18,2.46,-1.14,-1.15,0.39,-6.11,2.37,0.62,-0.33,2.07,-0.33,1.46,0.25,1.62,2.85,2.45,EX_TROU
1.87,0.25,-1.73,2.76,-0.80,-1.48,0.27,-1.11,0.32,-1.37,-1.26,1.15,-1.66,-3.37,2.43,-2.33,-0.82,2.40,1.43,1.14,0.69,-1.07,3.16,0.83,EX_TROU
-0.73,1.95,-2.08,1.57,-0.07,-1.94,2.05,-1.56,-0.91,0.83,-1.36,-0.07,-1.44,-1.16,3.34,-1.19,-0.94,0.40,0.24,0.44,1.63,-1.76,2.60,2.94,EX_TROU
2.36,0.81,-1.61,1.59,-0.40,-0.85,0.86,-0.87,0.01,-0.48,-1.91,0.19,-1.36,-2.91,3.00,1.14,-2.10,1.90,0.80,-0.83,2.31,1.06,2.18,0.05,EX_TROU
0.21,1.80,-0.08,0.07,1.80,1.93,-0.56,2.34,1.64,0.27,1.14,3.00,1.07,-0.58,1.28,-0.62,-0.94,0.10,0.41,-0.15,-0.13,0.24,0.00,-0.19,NOT_EX
1.07,-0.58,1.28,-0.62,-0.94,0.10,0.41,-0.15,-0.13,0.24,0.00,-0.19,-0.15,-0.18,-0.07,-0.62,-0.83,0.01,0.58,-2.93,-1.37,2.93,0.70,-2.75,NOT_EX
-0.15,-0.18,-0.07,-0.62,-0.83,0.01,0.58,-2.93,-1.37,2.93,0.70,-2.75,-0.60,2.36,2.16,-1.22,3.97,2.82,-0.35,1.02,3.93,5.29,-4.41,-2.43,NOT_EX
-0.60,2.36,2.16,-1.22,3.97,2.82,-0.35,1.02,3.93,5.29,-4.41,-2.43,0.95,0.62,-0.55,0.40,-0.13,-0.13,-0.24,-0.24,-0.12,-0.29,-0.72,-0.13,NOT_EX
0.95,0.62,-0.55,0.40,-0.13,-0.13,-0.24,-0.24,-0.12,-0.29,-0.72,-0.13,0.14,-2.27,-0.92,-3.07,-2.99,-2.70,-1.20,2.33,2.94,0.22,2.66,3.83,NOT_EX
0.14,-2.27,-0.92,-3.07,-2.99,-2.70,-1.20,2.33,2.94,0.22,2.66,3.83,-2.03,3.65,0.89,-0.89,0.30,-0.80,1.80,-2.36,-5.51,1.88,-0.98,-0.03,NOT_EX
-2.03,3.65,0.89,-0.89,0.30,-0.80,1.80,-2.36,-5.51,1.88,-0.98,-0.03,-0.56,0.31,0.11,-0.06,-0.11,-0.19,-0.12,-0.55,-0.30,-0.14,-3.10,-1.21,NOT_EX
-0.56,0.31,0.11,-0.06,-0.11,-0.19,-0.12,-0.55,-0.30,-0.14,-3.10,-1.21,-5.61,-1.66,-2.44,-2.82,3.67,1.18,-2.03,4.02,2.09,0.67,0.96,3.40,NOT_EX
-5.61,-1.66,-2.44,-2.82,3.67,1.18,-2.03,4.02,2.09,0.67,0.96,3.40,0.69,0.06,-0.13,-0.77,0.52,-0.22,0.06,-0.03,0.05,0.00,-0.00,-0.14,NOT_EX
0.69,0.06,-0.13,-0.77,0.52,-0.22,0.06,-0.03,0.05,0.00,-0.00,-0.14,-0.00,-0.15,-0.17,-0.48,-1.16,-0.27,-1.40,-1.93,-1.90,-1.55,2.76,3.49,NOT_EX
-0.00,-0.15,-0.17,-0.48,-1.16,-0.27,-1.40,-1.93,-1.90,-1.55,2.76,3.49,0.98,0.92,4.60,1.00,-1.48,5.35,2.62,-0.13,0.76,-0.25,0.20,-0.17,NOT_EX
0.98,0.92,4.60,1.00,-1.48,5.35,2.62,-0.13,0.76,-0.25,0.20,-0.17,0.19,-0.30,0.02,0.27,-0.09,-0.07,0.07,0.01,-0.02,-0.10,0.05,-0.09,NOT_EX
0.19,-0.30,0.02,0.27,-0.09,-0.07,0.07,0.01,-0.02,-0.10,0.05,-0.09,0.01,-0.22,-0.18,-0.10,-1.28,-0.56,6.03,-3.48,0.14,1.08,0.25,2.33,NOT_EX
0.01,-0.22,-0.18,-0.10,-1.28,-0.56,6.03,-3.48,0.14,1.08,0.25,2.33,1.34,0.87,3.87,-0.58,1.34,2.72,0.32,0.03,0.98,2.12,0.50,-0.46,NOT_EX
1.34,0.87,3.87,-0.58,1.34,2.72,0.32,0.03,0.98,2.12,0.50,-0.46,2.12,-0.60,0.01,0.15,-0.05,0.11,-0.12,-0.03,0.05,-0.07,-0.12,-0.15,NOT_EX
2.12,-0.60,0.01,0.15,-0.05,0.11,-0.12,-0.03,0.05,-0.07,-0.12,-0.15,-0.37,-0.75,-0.37,1.58,-6.19,-3.17,3.08,0.88,-2.55,0.02,2.73,3.54,NOT_EX
-0.37,-0.75,-0.37,1.58,-6.19,-3.17,3.08,0.88,-2.55,0.02,2.73,3.54,-1.56,3.01,3.22,1.83,-0.15,3.87,0.21,-4.90,-2.02,0.48,-0.19,0.21,NOT_EX
-1.56,3.01,3.22,1.83,-0.15,3.87,0.21,-4.90,-2.02,0.48,-0.19,0.21,0.29,0.09,-0.24,-0.00,-0.12,-0.15,-0.27,-0.50,-0.27,-0.05,-1.63,-0.63,NOT_EX
0.29,0.09,-0.24,-0.00,-0.12,-0.15,-0.27,-0.50,-0.27,-0.05,-1.63,-0.63,2.76,-6.10,-3.84,-0.52,1.23,2.19,-0.98,2.57,2.24,-0.17,2.20,1.42,NOT_EX
2.76,-6.10,-3.84,-0.52,1.23,2.19,-0.98,2.57,2.24,-0.17,2.20,1.42,1.19,2.08,0.30,-2.63,-1.50,-6.46,-0.60,0.64,-0.03,-0.03,-0.01,0.01,NOT_EX
1.19,2.08,0.30,-2.63,-1.50,-6.46,-0.60,0.64,-0.03,-0.03,-0.01,0.01,-0.09,-0.03,-0.12,-0.28,-0.61,-0.24,0.17,-2.88,-1.59,-1.17,-4.17,-2.56,NOT_EX
-0.09,-0.03,-0.12,-0.28,-0.61,-0.24,0.17,-2.88,-1.59,-1.17,-4.17,-2.56,0.87,0.76,-1.21,-1.80,3.77,1.20,-1.89,2.64,1.88,0.90,0.36,-0.16,NOT_EX
0.87,0.76,-1.21,-1.80,3.77,1.20,-1.89,2.64,1.88,0.90,0.36,-0.16,2.53,-3.23,1.10,-0.06,0.31,-0.11,-0.19,-0.06,-0.03,-0.11,-0.13,-0.21,NOT_EX
2.53,-3.23,1.10,-0.06,0.31,-0.11,-0.19,-0.06,-0.03,-0.11,-0.13,-0.21,-0.33,-0.69,-0.01,-0.41,-1.86,-0.93,-2.44,-4.08,-1.41,1.84,1.24,-2.47,NOT_EX
-0.33,-0.69,-0.01,-0.41,-1.86,-0.93,-2.44,-4.08,-1.41,1.84,1.24,-2.47,-0.54,3.46,3.75,2.97,-1.50,5.79,-1.67,-0.22,1.05,-2.90,1.45,1.13,NOT_EX
-0.54,3.46,3.75,2.97,-1.50,5.79,-1.67,-0.22,1.05,-2.90,1.45,1.13,-0.47,0.27,-0.16,0.36,-0.19,-0.14,0.21,0.07,-0.18,-0.20,-0.03,-0.12,NOT_EX
-0.47,0.27,-0.16,0.36,-0.19,-0.14,0.21,0.07,-0.18,-0.20,-0.03,-0.12,-0.38,-1.47,-0.28,8.09,-2.32,-1.73,2.32,1.30,3.16,2.52,0.53,4.92,NOT_EX
-0.38,-1.47,-0.28,8.09,-2.32,-1.73,2.32,1.30,3.16,2.52,0.53,4.92,1.70,-0.03,4.59,0.71,0.25,2.04,1.44,0.00,-0.41,1.97,-0.23,0.96,NOT_EX
1.70,-0.03,4.59,0.71,0.25,2.04,1.44,0.00,-0.41,1.97,-0.23,0.96,0.45,-0.06,-0.21,0.09,-0.02,-0.01,0.00,0.06,-0.18,-0.22,-0.68,-0.36,NOT_EX
0.45,-0.06,-0.21,0.09,-0.02,-0.01,0.00,0.06,-0.18,-0.22,-0.68,-0.36,-0.49,-2.28,-1.20,-1.67,3.33,-1.06,-2.50,2.56,2.74,0.53,1.81,3.20,NOT_EX
-0.49,-2.28,-1.20,-1.67,3.33,-1.06,-2.50,2.56,2.74,0.53,1.81,3.20,-0.67,1.87,2.60,-1.46,1.35,0.57,-1.57,-9.49,-5.10,0.51,-0.16,-0.11,NOT_EX
-0.67,1.87,2.60,-1.46,1.35,0.57,-1.57,-9.49,-5.10,0.51,-0.16,-0.11,0.30,0.09,-0.23,0.15,-0.12,-0.12,-0.41,-0.71,-0.18,-0.61,-2.00,-1.03,NOT_EX
0.30,0.09,-0.23,0.15,-0.12,-0.12,-0.41,-0.71,-0.18,-0.61,-2.00,-1.03,2.34,-5.22,-2.34,1.79,0.80,-1.80,-1.13,2.76,3.33,-1.92,2.31,2.00,NOT_EX
2.34,-5.22,-2.34,1.79,0.80,-1.80,-1.13,2.76,3.33,-1.92,2.31,2.00,-0.34,1.42,1.42,1.26,-1.30,-1.50,-2.28,1.73,-0.18,-0.20,0.27,-0.01,NOT_EX
-0.34,1.42,1.42,1.26,-1.30,-1.50,-2.28,1.73,-0.18,-0.20,0.27,-0.01,-0.10,0.01,-0.09,-0.15,-0.41,-0.37,-0.90,-1.92,-0.77,-3.90,-3.86,-2.47,NOT_EX
-0.10,0.01,-0.09,-0.15,-0.41,-0.37,-0.90,-1.92,-0.77,-3.90,-3.86,-2.47,2.04,0.96,-3.11,-0.23,2.74,3.15,-0.61,1.87,2.45,0.46,-0.91,1.35,NOT_EX
2.04,0.96,-3.11,-0.23,2.74,3.15,-0.61,1.87,2.45,0.46,-0.91,1.35,-1.98,-3.58,-5.68,0.53,-0.34,0.01,-0.08,0.06,-0.07,-0.02,-0.12,-0.17,NOT_EX
-1.98,-3.58,-5.68,0.53,-0.34,0.01,-0.08,0.06,-0.07,-0.02,-0.12,-0.17,-0.24,-0.36,-0.28,-0.84,-1.39,-0.80,-3.55,-1.26,-1.74,-1.21,2.20,1.11,NOT_EX
-0.24,-0.36,-0.28,-0.84,-1.39,-0.80,-3.55,-1.26,-1.74,-1.21,2.20,1.11,2.14,0.55,3.46,-0.04,1.64,3.70,-0.03,-2.11,3.14,-2.94,3.75,0.11,NOT_EX
2.14,0.55,3.46,-0.04,1.64,3.70,-0.03,-2.11,3.14,-2.94,3.75,0.11,-1.32,0.83,0.01,0.30,-0.17,-0.05,0.76,-0.08,-0.28,0.05,0.17,-0.14,NOT_EX
-1.32,0.83,0.01,0.30,-0.17,-0.05,0.76,-0.08,-0.28,0.05,0.17,-0.14,0.21,-0.15,-0.07,-0.21,-1.14,-0.18,2.25,-3.45,-1.60,3.46,-1.91,3.45,NOT_EX
0.21,-0.15,-0.07,-0.21,-1.14,-0.18,2.25,-3.45,-1.60,3.46,-1.91,3.45,1.57,0.78,2.84,0.53,1.28,3.93,-0.77,0.40,3.03,0.69,0.31,1.37,NOT_EX
1.57,0.78,2.84,0.53,1.28,3.93,-0.77,0.40,3.03,0.69,0.31,1.37,-0.25,-0.40,-1.37,0.56,0.01,-0.02,0.50,-0.21,0.07,-0.17,0.10,0.08,NOT_EX
