% Data generated on Wed Nov 18 22:18:12 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
1.41,0.32,-1.69,1.16,-0.50,-0.99,-0.27,-2.33,-0.31,0.10,-3.00,1.08,0.27,-0.33,0.91,1.01,0.86,2.00,0.53,1.04,1.30,EX_TROU
1.04,1.97,-0.72,0.83,0.81,-0.90,2.09,-0.03,-2.37,-0.79,-2.04,1.20,-1.05,-0.02,1.29,-0.22,-2.76,0.59,0.92,-0.75,2.56,EX_TROU
-0.84,1.53,-0.40,1.79,1.87,-2.41,2.68,-1.44,-2.14,0.77,-6.99,1.22,0.43,-0.74,2.08,-1.00,0.09,2.75,-1.29,0.38,1.52,EX_TROU
1.57,2.04,-0.12,0.86,0.27,-1.05,1.55,0.32,-1.45,0.56,-0.36,-0.08,-0.76,-2.35,2.03,1.33,-2.23,1.10,-0.78,-0.71,3.39,EX_TROU
0.09,2.20,0.38,0.93,1.79,-2.67,1.83,-0.49,-1.24,1.43,-4.01,0.01,-2.30,-3.43,2.54,-0.42,0.52,2.12,-1.24,1.58,2.03,EX_TROU
1.19,0.28,-1.30,2.53,-0.53,-2.18,0.21,-0.49,0.22,0.07,-6.19,2.96,0.24,1.36,0.99,-0.58,-0.03,3.17,-0.38,4.76,-0.58,EX_TROU
2.74,-0.87,-1.40,0.01,-1.35,0.04,-0.63,-2.88,1.04,0.97,-4.61,0.72,2.14,0.75,0.85,0.97,2.67,1.46,2.50,3.05,-1.06,EX_TROU
-0.77,2.14,-2.15,1.50,-0.09,-1.74,2.16,-1.97,-0.47,0.86,-1.56,-0.08,-0.26,-2.99,1.14,-1.03,-0.27,2.48,-1.76,2.60,2.94,EX_TROU
1.11,0.25,-1.09,1.31,-0.65,-0.66,0.86,-2.54,-1.03,-0.87,-4.88,1.53,1.14,-2.10,1.90,0.27,-0.38,2.16,1.42,5.74,0.11,EX_TROU
-1.65,2.40,0.76,-1.54,3.32,1.90,-0.21,1.39,3.02,1.07,-0.58,1.28,-0.39,-0.90,-0.03,0.51,-0.12,-0.16,0.05,-0.09,-0.20,NOT_EX
1.07,-0.58,1.28,-0.39,-0.90,-0.03,0.51,-0.12,-0.16,0.05,-0.09,-0.20,-0.37,-0.42,-0.13,0.47,-2.79,-1.29,1.72,1.54,-2.01,NOT_EX
-0.37,-0.42,-0.13,0.47,-2.79,-1.29,1.72,1.54,-2.01,-0.60,2.36,2.16,-0.93,3.40,2.34,0.12,0.30,2.78,-1.54,0.75,-0.61,NOT_EX
-0.60,2.36,2.16,-0.93,3.40,2.34,0.12,0.30,2.78,-1.54,0.75,-0.61,1.08,-0.28,-0.23,-0.21,-0.22,-0.10,-0.28,-0.52,-0.09,NOT_EX
1.08,-0.28,-0.23,-0.21,-0.22,-0.10,-0.28,-0.52,-0.09,0.14,-2.27,-0.92,-3.28,-0.20,-1.62,0.27,2.58,3.68,-0.95,4.04,1.71,NOT_EX
-3.28,-0.20,-1.62,0.27,2.58,3.68,-0.95,4.04,1.71,-1.67,1.07,-0.13,1.13,-0.97,-6.33,1.88,-0.98,-0.03,-0.56,0.31,0.11,NOT_EX
-1.67,1.07,-0.13,1.13,-0.97,-6.33,1.88,-0.98,-0.03,-0.56,0.31,0.11,-0.15,-0.14,-0.16,-0.46,-0.92,-0.19,0.11,-6.87,-2.64,NOT_EX
-0.15,-0.14,-0.16,-0.46,-0.92,-0.19,0.11,-6.87,-2.64,-5.34,-1.41,-2.58,-0.60,3.44,2.80,-2.12,2.80,2.36,0.69,0.06,-0.13,NOT_EX
-5.34,-1.41,-2.58,-0.60,3.44,2.80,-2.12,2.80,2.36,0.69,0.06,-0.13,-0.77,0.52,-0.22,-0.13,0.00,-0.01,-0.05,-0.02,-0.19,NOT_EX
-0.77,0.52,-0.22,-0.13,0.00,-0.01,-0.05,-0.02,-0.19,-0.26,-0.95,-0.16,2.09,-4.88,-2.86,2.54,-0.86,-1.69,0.98,0.92,4.60,NOT_EX
-0.26,-0.95,-0.16,2.09,-4.88,-2.86,2.54,-0.86,-1.69,0.98,0.92,4.60,0.89,-2.91,5.97,2.53,0.10,0.57,-1.31,0.55,0.32,NOT_EX
0.89,-2.91,5.97,2.53,0.10,0.57,-1.31,0.55,0.32,0.29,-0.06,-0.09,0.32,-0.12,-0.02,0.18,0.00,-0.12,0.01,-0.22,-0.18,NOT_EX
0.29,-0.06,-0.09,0.32,-0.12,-0.02,0.18,0.00,-0.12,0.01,-0.22,-0.18,-0.15,-1.43,-0.69,3.22,-0.32,4.49,2.87,0.13,2.87,NOT_EX
-0.15,-1.43,-0.69,3.22,-0.32,4.49,2.87,0.13,2.87,0.25,-0.39,3.08,-2.11,0.63,1.39,1.73,0.58,-0.43,2.12,-0.60,0.01,NOT_EX
0.25,-0.39,3.08,-2.11,0.63,1.39,1.73,0.58,-0.43,2.12,-0.60,0.01,-0.13,0.12,-0.22,-0.08,0.06,-0.03,-0.11,-0.35,-0.28,NOT_EX
2.12,-0.60,0.01,-0.13,0.12,-0.22,-0.08,0.06,-0.03,-0.11,-0.35,-0.28,-0.37,-0.84,-0.38,-0.27,1.91,-1.32,-2.09,3.28,2.02,NOT_EX
-0.37,-0.84,-0.38,-0.27,1.91,-1.32,-2.09,3.28,2.02,-1.56,3.01,3.22,1.18,-0.34,1.98,-1.21,-2.43,-3.06,0.27,-0.02,-0.11,NOT_EX
1.18,-0.34,1.98,-1.21,-2.43,-3.06,0.27,-0.02,-0.11,0.34,0.03,-0.23,-0.16,-0.45,-0.15,-0.07,-1.60,-0.62,2.76,-6.10,-3.84,NOT_EX
0.34,0.03,-0.23,-0.16,-0.45,-0.15,-0.07,-1.60,-0.62,2.76,-6.10,-3.84,-1.08,1.59,2.30,-1.73,2.95,1.82,-0.92,2.36,0.70,NOT_EX
-1.08,1.59,2.30,-1.73,2.95,1.82,-0.92,2.36,0.70,1.88,0.20,-1.98,-1.14,2.14,-0.08,-0.03,-0.05,0.02,-0.09,-0.03,-0.12,NOT_EX
1.88,0.20,-1.98,-1.14,2.14,-0.08,-0.03,-0.05,0.02,-0.09,-0.03,-0.12,-0.25,-0.74,-0.22,0.43,-3.37,-1.95,1.16,2.01,-2.16,NOT_EX
-0.25,-0.74,-0.22,0.43,-3.37,-1.95,1.16,2.01,-2.16,-1.46,2.91,0.84,-2.37,2.77,1.60,-0.73,0.67,0.33,1.32,-4.77,0.86,NOT_EX
-1.46,2.91,0.84,-2.37,2.77,1.60,-0.73,0.67,0.33,1.32,-4.77,0.86,0.83,-0.31,-0.21,-0.14,-0.07,-0.04,-0.17,-0.37,-0.26,NOT_EX
0.83,-0.31,-0.21,-0.14,-0.07,-0.04,-0.17,-0.37,-0.26,-0.34,-0.75,-0.07,-1.36,-6.84,-2.22,2.56,1.37,-2.73,-0.54,3.46,3.75,NOT_EX
-0.34,-0.75,-0.07,-1.36,-6.84,-2.22,2.56,1.37,-2.73,-0.54,3.46,3.75,3.30,-1.29,7.18,-2.15,-0.05,0.33,-1.52,0.46,1.16,NOT_EX
3.30,-1.29,7.18,-2.15,-0.05,0.33,-1.52,0.46,1.16,0.05,-0.05,-0.17,0.46,-0.27,-0.26,-0.22,-0.04,-0.11,-0.38,-1.47,-0.28,NOT_EX
0.05,-0.05,-0.17,0.46,-0.27,-0.26,-0.22,-0.04,-0.11,-0.38,-1.47,-0.28,3.66,0.05,5.34,3.23,0.22,3.86,1.91,0.21,4.67,NOT_EX
3.66,0.05,5.34,3.23,0.22,3.86,1.91,0.21,4.67,0.76,1.31,4.18,1.34,0.07,-0.23,0.95,-0.12,1.36,0.45,-0.06,-0.21,NOT_EX
0.76,1.31,4.18,1.34,0.07,-0.23,0.95,-0.12,1.36,0.45,-0.06,-0.21,0.09,-0.02,-0.01,0.16,-0.09,-0.29,-0.22,-0.87,-0.42,NOT_EX
0.09,-0.02,-0.01,0.16,-0.09,-0.29,-0.22,-0.87,-0.42,2.58,-6.35,-4.24,2.80,1.88,-2.22,0.61,1.62,3.32,-0.67,1.87,2.60,NOT_EX
2.58,-6.35,-4.24,2.80,1.88,-2.22,0.61,1.62,3.32,-0.67,1.87,2.60,-1.46,1.35,0.57,3.89,-2.25,-1.95,0.41,-0.07,-0.10,NOT_EX
-1.46,1.35,0.57,3.89,-2.25,-1.95,0.41,-0.07,-0.10,0.24,0.06,-0.21,0.01,-0.18,-0.15,-0.65,-1.86,-0.93,2.34,-5.22,-2.34,NOT_EX
0.24,0.06,-0.21,0.01,-0.18,-0.15,-0.65,-1.86,-0.93,2.34,-5.22,-2.34,-0.00,1.48,-0.30,-1.30,2.96,2.87,-1.86,2.33,2.09,NOT_EX
2.34,-5.22,-2.34,-0.00,1.48,-0.30,-1.30,2.96,2.87,-1.86,2.33,2.09,-0.20,1.09,1.14,-0.25,-1.15,-0.68,0.53,-0.17,0.02,NOT_EX
-0.20,1.09,1.14,-0.25,-1.15,-0.68,0.53,-0.17,0.02,-0.09,0.00,-0.09,-0.15,-0.41,-0.37,-0.95,-2.04,-0.82,-4.50,-2.50,-2.64,NOT_EX
-0.09,0.00,-0.09,-0.15,-0.41,-0.37,-0.95,-2.04,-0.82,-4.50,-2.50,-2.64,1.95,1.04,-3.27,-2.57,2.99,2.40,0.81,-0.61,2.31,NOT_EX
1.95,1.04,-3.27,-2.57,2.99,2.40,0.81,-0.61,2.31,-1.98,-3.58,-5.68,-0.01,0.26,-0.12,-0.20,0.01,-0.04,-0.03,-0.11,-0.16,NOT_EX
-1.98,-3.58,-5.68,-0.01,0.26,-0.12,-0.20,0.01,-0.04,-0.03,-0.11,-0.16,-0.24,-0.78,-0.18,0.70,-4.72,-2.93,-0.28,1.54,0.14,NOT_EX
-0.24,-0.78,-0.18,0.70,-4.72,-2.93,-0.28,1.54,0.14,2.14,0.55,3.46,2.07,-0.09,3.92,0.19,-1.62,2.35,-2.40,3.68,0.08,NOT_EX
2.14,0.55,3.46,2.07,-0.09,3.92,0.19,-1.62,2.35,-2.40,3.68,0.08,-1.40,0.89,0.01,0.66,-0.03,-0.26,0.24,0.02,-0.06,NOT_EX
-1.40,0.89,0.01,0.66,-0.03,-0.26,0.24,0.02,-0.06,0.21,-0.15,-0.07,-0.21,-1.14,-0.18,6.32,-1.68,-0.67,0.86,1.57,2.43,NOT_EX
-0.21,-1.14,-0.18,6.32,-1.68,-0.67,0.86,1.57,2.43,0.72,1.30,3.90,-0.40,1.19,3.26,0.54,0.46,1.93,-0.25,-0.40,-1.37,NOT_EX
0.72,1.30,3.90,-0.40,1.19,3.26,0.54,0.46,1.93,-0.25,-0.40,-1.37,0.43,0.06,-0.07,0.43,-0.16,-0.03,-0.16,0.04,0.10,NOT_EX
0.43,0.06,-0.07,0.43,-0.16,-0.03,-0.16,0.04,0.10,0.10,-0.12,-0.24,0.01,-1.23,-0.60,1.49,-5.01,-3.41,2.00,1.03,-1.07,NOT_EX
0.10,-0.12,-0.24,0.01,-1.23,-0.60,1.49,-5.01,-3.41,2.00,1.03,-1.07,0.10,1.78,2.70,-0.61,2.04,2.22,0.30,-0.18,2.49,NOT_EX
0.10,1.78,2.70,-0.61,2.04,2.22,0.30,-0.18,2.49,-0.31,-0.68,1.19,1.55,-0.41,0.30,0.18,-0.14,-0.09,0.03,0.01,-0.08,NOT_EX
-0.31,-0.68,1.19,1.55,-0.41,0.30,0.18,-0.14,-0.09,0.03,0.01,-0.08,0.02,-0.03,-0.10,0.10,-1.03,-0.57,0.15,-3.13,-1.91,NOT_EX
0.03,0.01,-0.08,0.02,-0.03,-0.10,0.10,-1.03,-0.57,0.15,-3.13,-1.91,2.21,-5.01,-3.82,-1.85,3.59,2.08,-0.60,3.04,1.01,NOT_EX
2.21,-5.01,-3.82,-1.85,3.59,2.08,-0.60,3.04,1.01,0.25,1.75,0.05,0.14,-0.18,-0.67,0.67,1.24,-0.23,-0.27,0.06,0.01,NOT_EX
0.14,-0.18,-0.67,0.67,1.24,-0.23,-0.27,0.06,0.01,-0.17,-0.05,-0.18,-0.30,-0.24,-0.31,-0.07,-1.74,-1.07,-1.33,-4.05,-3.40,NOT_EX
-0.17,-0.05,-0.18,-0.30,-0.24,-0.31,-0.07,-1.74,-1.07,-1.33,-4.05,-3.40,-1.40,2.35,0.99,-1.61,2.65,2.00,-2.05,2.48,0.79,NOT_EX
-1.40,2.35,0.99,-1.61,2.65,2.00,-2.05,2.48,0.79,-0.07,0.50,1.46,0.26,-4.06,2.00,-0.64,0.67,-0.03,-0.11,0.07,0.03,NOT_EX
-0.07,0.50,1.46,0.26,-4.06,2.00,-0.64,0.67,-0.03,-0.11,0.07,0.03,-0.09,0.09,-0.11,-0.34,-0.42,-0.19,-0.29,-2.54,-1.81,NOT_EX
-0.09,0.09,-0.11,-0.34,-0.42,-0.19,-0.29,-2.54,-1.81,-0.34,3.13,-0.12,0.67,1.39,3.27,1.19,0.39,2.88,1.02,-1.33,4.97,NOT_EX
-0.34,3.13,-0.12,0.67,1.39,3.27,1.19,0.39,2.88,1.02,-1.33,4.97,1.45,-2.00,5.16,1.13,1.91,1.82,0.88,-0.68,-0.33,NOT_EX
1.45,-2.00,5.16,1.13,1.91,1.82,0.88,-0.68,-0.33,-0.84,0.42,0.26,0.15,-0.05,0.09,0.09,-0.02,-0.03,0.02,-0.19,0.04,NOT_EX
-0.84,0.42,0.26,0.15,-0.05,0.09,0.09,-0.02,-0.03,0.02,-0.19,0.04,-0.13,-0.10,0.05,0.01,-0.02,0.04,-0.01,0.03,-0.05,NOT_EX
