% Data generated on Wed Nov 18 22:18:52 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.46,-1.79,-0.84,-1.39,-1.46,-1.66,-1.31,-0.06,-2.14,-1.23,0.12,-2.22,-4.41,0.54,-4.32,-0.65,2.88,1.04,-2.69,-0.01,0.36,0.27,4.23,1.41,-0.56,4.92,1.65,-1.62,1.31,1.82,0.06,1.37,2.97,0.71,-0.41,4.03,1.02,-2.11,3.55,1.36,-2.92,2.46,-1.12,-4.59,1.26,EX_PEAK
-0.52,-3.27,0.22,-2.12,-2.49,-1.43,-1.29,-1.74,-2.26,-1.39,-0.70,-2.06,-1.81,0.64,-2.40,-2.40,1.87,-3.69,-3.68,2.71,-3.68,-1.16,4.82,1.71,-1.75,2.66,1.32,-1.15,2.66,1.44,-1.34,2.11,2.65,-0.40,1.06,2.47,1.09,-1.80,3.96,1.69,-2.17,3.93,-0.29,-5.57,2.40,EX_PEAK
-1.59,-3.13,-0.11,-1.67,-1.96,-2.07,-1.31,-1.42,-2.41,-1.61,0.21,-2.22,-3.12,1.84,-4.00,-2.19,1.51,-4.21,-2.19,1.69,1.88,-1.97,2.02,2.09,0.51,2.11,1.60,0.29,1.77,1.45,-1.24,1.83,2.41,-0.30,0.12,3.02,1.33,-1.30,2.78,1.47,-2.22,2.54,0.79,-3.16,2.22,EX_PEAK
-0.17,-2.88,0.13,-0.90,-2.40,-1.61,-1.26,-2.02,-2.05,-1.43,-0.62,-2.23,-1.62,0.15,-2.61,-3.91,2.47,-4.34,-4.27,1.98,-4.43,-2.68,3.33,0.95,0.08,1.69,0.83,-0.12,2.88,1.95,-1.49,2.26,2.28,0.35,0.65,2.38,0.35,0.63,3.06,1.04,-0.95,3.21,2.23,-2.47,3.35,EX_PEAK
-1.66,1.03,-1.82,-1.09,1.73,0.37,-0.68,3.49,1.40,-0.12,3.08,1.72,-0.78,0.91,2.78,0.91,0.39,5.18,0.55,-1.72,3.59,1.37,-2.83,2.79,0.24,-2.83,0.28,-0.43,-2.89,0.66,-2.21,-2.08,-1.23,-1.98,-1.93,-2.34,-1.70,0.27,-2.25,-2.93,1.68,-2.77,-0.42,4.45,-1.45,EX_TROU
-0.10,4.93,2.84,1.46,2.91,0.64,1.02,3.61,1.47,-1.02,1.26,2.91,0.62,-0.24,5.30,1.52,-1.46,3.24,1.90,-4.72,2.29,-1.84,-3.29,0.31,-2.08,-3.17,-1.26,-1.00,-2.49,-1.03,-1.32,-1.47,-1.46,-2.45,1.15,-2.88,-0.16,3.40,-4.22,-0.22,5.12,-2.22,-3.73,2.25,2.42,EX_TROU
-0.16,3.40,-4.22,-0.22,5.12,-2.22,-3.73,2.25,2.42,-2.39,2.47,1.16,-0.92,1.29,2.57,-0.54,0.32,4.87,1.85,-2.78,3.01,0.49,-5.06,2.02,-0.49,-2.49,0.45,1.07,-3.10,0.90,-1.17,-2.13,-1.43,-1.93,-2.08,-1.56,-1.23,-0.99,-1.89,-1.39,0.26,-2.07,-5.61,2.82,-5.27,EX_TROU
-0.29,3.85,0.95,-0.66,3.24,1.33,-1.78,0.97,2.39,1.48,0.60,4.85,0.74,-1.13,3.18,1.10,-1.88,1.74,1.27,-2.58,1.72,-0.45,-2.45,0.04,-1.36,-2.15,-0.76,-0.58,-1.93,-1.25,-0.72,-1.66,-1.32,-1.36,-0.13,-2.39,-1.62,-0.00,-2.97,-1.38,1.31,-2.96,-1.54,1.55,-2.94,EX_TROU
-2.26,3.88,1.04,-0.94,3.14,1.49,-1.16,2.13,1.55,0.11,0.14,4.62,0.68,-1.61,4.27,1.29,-2.79,2.21,1.18,-2.87,2.12,-0.34,-1.73,0.16,-3.08,-1.83,-0.85,-1.13,-1.84,-1.36,-1.24,-0.96,-1.84,-1.27,-0.79,-1.90,-1.07,-0.22,-2.25,-1.11,0.48,-2.46,-1.17,0.53,-2.51,EX_TROU
-2.82,3.37,1.26,0.29,2.77,1.79,-0.78,1.91,1.05,-0.82,1.10,2.59,-0.15,0.67,3.83,0.06,0.35,3.89,0.97,-3.15,2.38,0.50,-3.60,2.12,-0.76,-2.59,0.03,-2.77,-2.62,-1.08,-0.68,-2.12,-1.68,-1.27,-1.60,-1.71,-1.41,-0.38,-1.88,-1.45,0.80,-2.36,-1.67,1.17,-3.53,EX_TROU
-0.69,3.22,0.99,-1.14,1.88,1.85,-1.27,1.88,1.93,0.47,-0.64,3.91,0.52,-1.89,2.34,1.32,-1.83,2.22,-1.25,-4.67,1.62,0.97,-3.43,1.01,-2.50,-2.28,-0.85,-0.46,-1.79,-0.84,-1.39,-1.46,-1.66,-1.31,-0.06,-2.14,-1.23,0.12,-2.22,-4.41,0.54,-4.32,-0.65,2.88,1.04,EX_TROU
-2.69,-0.01,0.36,0.27,4.23,1.41,-0.56,4.92,1.65,-1.62,1.31,1.82,0.06,1.37,2.97,0.71,-0.41,4.03,1.02,-2.11,3.55,1.36,-2.92,2.46,-1.12,-4.59,1.26,-0.52,-3.27,0.22,-2.12,-2.49,-1.43,-1.29,-1.74,-2.26,-1.39,-0.70,-2.06,-1.81,0.64,-2.40,-2.40,1.87,-3.69,EX_TROU
-1.16,4.82,1.71,-1.75,2.66,1.32,-1.15,2.66,1.44,-1.34,2.11,2.65,-0.40,1.06,2.47,1.09,-1.80,3.96,1.69,-2.17,3.93,-0.29,-5.57,2.40,-2.61,-3.74,0.32,-1.59,-3.13,-0.11,-1.67,-1.96,-2.07,-1.31,-1.42,-2.41,-1.61,0.21,-2.22,-3.12,1.84,-4.00,-2.19,1.51,-4.21,EX_TROU
-1.97,2.02,2.09,0.51,2.11,1.60,0.29,1.77,1.45,-1.24,1.83,2.41,-0.30,0.12,3.02,1.33,-1.30,2.78,1.47,-2.22,2.54,0.79,-3.16,2.22,-1.70,-3.43,0.32,-0.17,-2.88,0.13,-0.90,-2.40,-1.61,-1.26,-2.02,-2.05,-1.43,-0.62,-2.23,-1.62,0.15,-2.61,-3.91,2.47,-4.34,EX_TROU
1.52,0.31,1.21,1.30,-0.29,0.52,-0.98,0.24,-0.83,-1.08,-0.25,-1.70,-0.31,-0.18,-0.46,-0.01,0.22,-0.17,-0.01,0.52,-0.26,-0.35,1.70,-0.44,-0.82,4.15,-0.73,-0.31,7.01,-0.54,0.19,1.72,-3.86,1.49,-4.57,-1.39,0.71,-2.31,1.56,-0.70,-4.24,2.50,-0.58,-3.82,4.20,NOT_EX
-0.35,1.70,-0.44,-0.82,4.15,-0.73,-0.31,7.01,-0.54,0.19,1.72,-3.86,1.49,-4.57,-1.39,0.71,-2.31,1.56,-0.70,-4.24,2.50,-0.58,-3.82,4.20,-1.47,-2.76,3.46,2.20,-1.14,1.68,-0.50,-0.23,-1.11,2.15,2.40,-0.30,-0.70,-3.91,-4.74,-2.08,0.48,-0.65,-0.38,0.24,0.14,NOT_EX
-1.47,-2.76,3.46,2.20,-1.14,1.68,-0.50,-0.23,-1.11,2.15,2.40,-0.30,-0.70,-3.91,-4.74,-2.08,0.48,-0.65,-0.38,0.24,0.14,0.12,0.06,-0.01,0.20,0.02,-0.06,-0.29,-0.30,-0.65,-0.19,0.12,-0.35,-0.17,1.76,-0.22,-0.70,3.21,-0.35,0.24,5.29,-0.15,-0.29,3.66,-2.44,NOT_EX
0.12,0.06,-0.01,0.20,0.02,-0.06,-0.29,-0.30,-0.65,-0.19,0.12,-0.35,-0.17,1.76,-0.22,-0.70,3.21,-0.35,0.24,5.29,-0.15,-0.29,3.66,-2.44,0.78,-2.13,-1.01,1.01,-2.67,0.87,0.73,-3.28,2.07,0.48,-3.15,2.43,-0.66,-2.14,1.22,0.25,-1.65,0.75,0.64,-0.08,0.38,NOT_EX
0.78,-2.13,-1.01,1.01,-2.67,0.87,0.73,-3.28,2.07,0.48,-3.15,2.43,-0.66,-2.14,1.22,0.25,-1.65,0.75,0.64,-0.08,0.38,1.00,0.51,0.29,1.38,0.23,0.37,2.76,0.56,1.03,-0.85,-0.31,-3.26,0.55,-0.07,0.40,-0.21,0.03,-0.28,0.10,0.11,-0.20,0.27,0.05,-0.24,NOT_EX
1.38,0.23,0.37,2.76,0.56,1.03,-0.85,-0.31,-3.26,0.55,-0.07,0.40,-0.21,0.03,-0.28,0.10,0.11,-0.20,0.27,0.05,-0.24,-0.19,0.21,-0.59,0.16,0.43,-0.59,-0.12,1.14,-0.56,-0.37,3.06,-0.54,-0.45,5.66,-1.02,2.96,6.32,0.51,1.18,-3.21,-0.06,0.94,-3.43,-0.77,NOT_EX
-0.19,0.21,-0.59,0.16,0.43,-0.59,-0.12,1.14,-0.56,-0.37,3.06,-0.54,-0.45,5.66,-1.02,2.96,6.32,0.51,1.18,-3.21,-0.06,0.94,-3.43,-0.77,0.92,-4.02,0.74,0.54,-4.33,1.13,0.20,-2.81,2.08,0.99,-0.98,0.00,0.40,-0.94,-0.84,1.32,1.01,0.57,-6.73,6.95,-4.42,NOT_EX
0.94,-3.43,-0.77,0.92,-4.02,0.74,0.54,-4.33,1.13,0.20,-2.81,2.08,0.99,-0.98,0.00,0.40,-0.94,-0.84,1.32,1.01,0.57,-6.73,6.95,-4.42,-0.27,-0.16,1.99,-0.23,-0.05,-0.06,-0.42,-0.00,-0.31,0.12,0.02,-0.24,-0.15,-0.03,-0.53,0.05,0.07,-0.30,0.02,0.55,-0.19,NOT_EX
-0.27,-0.16,1.99,-0.23,-0.05,-0.06,-0.42,-0.00,-0.31,0.12,0.02,-0.24,-0.15,-0.03,-0.53,0.05,0.07,-0.30,0.02,0.55,-0.19,-0.11,0.90,-0.17,-0.24,1.39,-0.24,-0.63,3.64,-0.43,1.14,5.15,-0.90,2.61,-1.51,-1.86,2.18,-1.87,-0.04,3.32,-2.52,0.56,2.87,-3.03,0.03,NOT_EX
-0.11,0.90,-0.17,-0.24,1.39,-0.24,-0.63,3.64,-0.43,1.14,5.15,-0.90,2.61,-1.51,-1.86,2.18,-1.87,-0.04,3.32,-2.52,0.56,2.87,-3.03,0.03,2.92,-3.08,-0.45,1.30,-1.68,-0.14,1.92,0.08,-0.66,1.79,0.64,-0.21,-0.67,0.08,-0.64,-2.71,-0.05,0.35,-0.30,0.26,0.16,NOT_EX
2.92,-3.08,-0.45,1.30,-1.68,-0.14,1.92,0.08,-0.66,1.79,0.64,-0.21,-0.67,0.08,-0.64,-2.71,-0.05,0.35,-0.30,0.26,0.16,0.48,-0.29,0.03,-0.05,-0.05,-0.21,0.13,-0.05,-0.41,0.11,-0.09,-0.39,0.28,-0.02,-0.20,0.25,0.01,-0.17,0.39,0.61,-0.36,-0.02,1.23,-1.14,NOT_EX
-0.05,-0.05,-0.21,0.13,-0.05,-0.41,0.11,-0.09,-0.39,0.28,-0.02,-0.20,0.25,0.01,-0.17,0.39,0.61,-0.36,-0.02,1.23,-1.14,-0.06,1.44,-1.99,1.66,1.62,-3.35,4.54,-1.87,-1.06,3.30,-0.81,-2.49,2.28,-0.35,-4.10,1.72,-0.59,-3.34,1.70,-1.34,-2.38,1.46,-1.23,-2.17,NOT_EX
-0.06,1.44,-1.99,1.66,1.62,-3.35,4.54,-1.87,-1.06,3.30,-0.81,-2.49,2.28,-0.35,-4.10,1.72,-0.59,-3.34,1.70,-1.34,-2.38,1.46,-1.23,-2.17,1.45,-0.54,-1.99,-0.94,-0.02,-0.54,-0.25,0.48,0.55,0.68,0.07,0.30,0.31,0.07,0.01,0.29,-0.00,0.08,0.10,-0.01,-0.09,NOT_EX
1.45,-0.54,-1.99,-0.94,-0.02,-0.54,-0.25,0.48,0.55,0.68,0.07,0.30,0.31,0.07,0.01,0.29,-0.00,0.08,0.10,-0.01,-0.09,0.18,-0.01,-0.03,0.04,0.01,-0.15,-0.02,-0.00,-0.21,-0.13,-0.03,-0.58,0.01,1.24,-0.68,-0.16,2.77,-0.37,-0.25,4.43,-0.26,0.21,6.05,-1.83,NOT_EX
0.18,-0.01,-0.03,0.04,0.01,-0.15,-0.02,-0.00,-0.21,-0.13,-0.03,-0.58,0.01,1.24,-0.68,-0.16,2.77,-0.37,-0.25,4.43,-0.26,0.21,6.05,-1.83,2.21,-1.29,-1.68,0.79,-4.07,-0.76,-1.44,-4.44,2.26,-0.19,-4.34,2.46,-0.07,-3.10,2.67,1.16,-2.08,2.18,1.97,-0.51,0.15,NOT_EX
0.21,6.05,-1.83,2.21,-1.29,-1.68,0.79,-4.07,-0.76,-1.44,-4.44,2.26,-0.19,-4.34,2.46,-0.07,-3.10,2.67,1.16,-2.08,2.18,1.97,-0.51,0.15,2.06,0.16,0.24,-6.19,3.23,-6.39,0.90,-1.20,-0.86,0.05,0.21,-0.09,-0.23,-0.12,-0.56,-0.10,-0.14,-0.52,-0.05,0.07,-0.52,NOT_EX
2.06,0.16,0.24,-6.19,3.23,-6.39,0.90,-1.20,-0.86,0.05,0.21,-0.09,-0.23,-0.12,-0.56,-0.10,-0.14,-0.52,-0.05,0.07,-0.52,0.05,0.41,-0.48,-0.03,0.90,-0.35,-0.33,2.39,-0.48,-0.55,5.23,-0.83,-0.75,3.08,-3.40,0.11,-3.21,-0.71,-0.32,-2.56,-0.27,-0.86,-4.25,2.58,NOT_EX
-0.03,0.90,-0.35,-0.33,2.39,-0.48,-0.55,5.23,-0.83,-0.75,3.08,-3.40,0.11,-3.21,-0.71,-0.32,-2.56,-0.27,-0.86,-4.25,2.58,-0.63,-4.29,3.00,-0.65,-4.31,3.12,-1.53,-2.29,3.34,3.89,-0.66,0.31,3.11,0.43,-0.22,-0.18,0.65,-1.00,-6.16,1.24,-8.61,-0.01,0.61,1.73,NOT_EX
-0.63,-4.29,3.00,-0.65,-4.31,3.12,-1.53,-2.29,3.34,3.89,-0.66,0.31,3.11,0.43,-0.22,-0.18,0.65,-1.00,-6.16,1.24,-8.61,-0.01,0.61,1.73,-0.12,0.33,1.43,-0.34,-0.17,-0.86,0.03,-0.12,-0.60,0.05,0.09,-0.49,0.09,0.44,-0.26,-0.05,1.37,-0.39,-0.29,2.22,-0.49,NOT_EX
-0.12,0.33,1.43,-0.34,-0.17,-0.86,0.03,-0.12,-0.60,0.05,0.09,-0.49,0.09,0.44,-0.26,-0.05,1.37,-0.39,-0.29,2.22,-0.49,-0.65,4.26,-0.65,0.70,7.16,-1.22,1.56,-1.90,-1.75,0.54,-3.29,-0.10,1.64,-3.66,0.93,1.16,-3.99,2.41,0.66,-3.08,1.95,0.61,-2.55,0.68,NOT_EX
-0.65,4.26,-0.65,0.70,7.16,-1.22,1.56,-1.90,-1.75,0.54,-3.29,-0.10,1.64,-3.66,0.93,1.16,-3.99,2.41,0.66,-3.08,1.95,0.61,-2.55,0.68,0.93,-1.97,0.47,-0.01,0.74,-0.40,0.73,1.99,0.41,-0.37,-1.63,-3.17,-0.82,0.97,-0.09,-0.77,0.19,-0.49,-0.22,-0.22,-0.53,NOT_EX
0.93,-1.97,0.47,-0.01,0.74,-0.40,0.73,1.99,0.41,-0.37,-1.63,-3.17,-0.82,0.97,-0.09,-0.77,0.19,-0.49,-0.22,-0.22,-0.53,0.06,-0.09,-0.47,-0.02,0.15,-0.41,0.10,0.33,-0.34,-0.05,0.68,-0.29,-0.44,2.18,-0.58,-1.00,3.60,-0.84,-0.76,4.33,-0.52,0.19,1.89,-3.39,NOT_EX
0.06,-0.09,-0.47,-0.02,0.15,-0.41,0.10,0.33,-0.34,-0.05,0.68,-0.29,-0.44,2.18,-0.58,-1.00,3.60,-0.84,-0.76,4.33,-0.52,0.19,1.89,-3.39,0.50,1.01,-2.91,0.51,-3.14,0.63,1.98,-4.04,1.85,1.04,-3.65,1.47,1.15,-2.72,1.51,1.51,-0.41,0.29,1.68,1.08,-0.07,NOT_EX
0.50,1.01,-2.91,0.51,-3.14,0.63,1.98,-4.04,1.85,1.04,-3.65,1.47,1.15,-2.72,1.51,1.51,-0.41,0.29,1.68,1.08,-0.07,2.07,1.64,-1.59,2.82,1.96,-1.93,-1.23,-2.41,-0.37,0.80,-0.69,0.11,-0.68,0.35,0.21,0.11,-0.13,-0.15,-0.04,-0.06,-0.17,0.11,0.02,0.01,NOT_EX
2.07,1.64,-1.59,2.82,1.96,-1.93,-1.23,-2.41,-0.37,0.80,-0.69,0.11,-0.68,0.35,0.21,0.11,-0.13,-0.15,-0.04,-0.06,-0.17,0.11,0.02,0.01,0.13,0.03,0.01,0.34,0.08,-0.03,0.28,0.09,-0.03,0.47,0.06,-0.10,0.59,0.20,-0.17,0.48,0.20,-0.51,0.71,-0.00,-1.17,NOT_EX
0.13,0.03,0.01,0.34,0.08,-0.03,0.28,0.09,-0.03,0.47,0.06,-0.10,0.59,0.20,-0.17,0.48,0.20,-0.51,0.71,-0.00,-1.17,1.16,0.05,-1.80,1.80,0.18,-2.34,2.05,0.19,-2.71,2.91,0.27,-3.44,4.63,0.66,-4.42,6.33,-2.51,-3.60,2.52,-1.05,-0.98,2.11,-1.30,-0.48,NOT_EX
1.16,0.05,-1.80,1.80,0.18,-2.34,2.05,0.19,-2.71,2.91,0.27,-3.44,4.63,0.66,-4.42,6.33,-2.51,-3.60,2.52,-1.05,-0.98,2.11,-1.30,-0.48,0.54,-1.54,-1.14,1.13,-1.76,-1.25,0.76,-0.80,-0.44,1.85,1.08,0.12,1.00,1.62,0.10,0.66,0.14,-1.17,0.36,-0.17,0.39,NOT_EX
0.54,-1.54,-1.14,1.13,-1.76,-1.25,0.76,-0.80,-0.44,1.85,1.08,0.12,1.00,1.62,0.10,0.66,0.14,-1.17,0.36,-0.17,0.39,0.32,-0.04,0.23,0.38,-0.04,0.18,0.26,0.06,0.14,0.51,-0.01,0.09,0.29,-0.02,-0.23,0.17,-0.07,-0.42,-0.39,-0.07,-0.73,-0.25,0.14,-0.57,NOT_EX
0.32,-0.04,0.23,0.38,-0.04,0.18,0.26,0.06,0.14,0.51,-0.01,0.09,0.29,-0.02,-0.23,0.17,-0.07,-0.42,-0.39,-0.07,-0.73,-0.25,0.14,-0.57,-0.18,0.48,-0.51,-0.25,1.30,-0.41,-0.32,2.93,-0.47,-0.31,3.06,-0.47,3.13,5.92,0.87,0.67,-1.92,-0.67,0.34,-3.48,-1.03,NOT_EX
-0.18,0.48,-0.51,-0.25,1.30,-0.41,-0.32,2.93,-0.47,-0.31,3.06,-0.47,3.13,5.92,0.87,0.67,-1.92,-0.67,0.34,-3.48,-1.03,0.44,-4.02,-0.63,0.30,-4.18,-0.21,0.18,-3.05,2.28,-1.14,-1.73,1.20,1.31,-0.35,1.14,1.72,1.16,0.95,0.21,6.27,-0.39,-3.25,-0.17,-3.75,NOT_EX
0.44,-4.02,-0.63,0.30,-4.18,-0.21,0.18,-3.05,2.28,-1.14,-1.73,1.20,1.31,-0.35,1.14,1.72,1.16,0.95,0.21,6.27,-0.39,-3.25,-0.17,-3.75,1.06,0.02,-1.34,-0.26,0.01,-0.17,0.04,0.00,-0.19,-0.12,-0.11,-0.58,-0.18,-0.14,-0.61,-0.17,0.08,-0.47,-0.18,0.85,-0.58,NOT_EX
1.06,0.02,-1.34,-0.26,0.01,-0.17,0.04,0.00,-0.19,-0.12,-0.11,-0.58,-0.18,-0.14,-0.61,-0.17,0.08,-0.47,-0.18,0.85,-0.58,-0.55,2.02,-0.55,-0.60,2.18,-0.54,1.21,5.83,-1.60,-2.20,2.08,-3.52,1.08,-3.80,-1.03,0.03,-3.91,1.81,-0.20,-3.71,2.14,-0.39,-3.19,2.72,NOT_EX
-0.60,2.18,-0.54,1.21,5.83,-1.60,-2.20,2.08,-3.52,1.08,-3.80,-1.03,0.03,-3.91,1.81,-0.20,-3.71,2.14,-0.39,-3.19,2.72,-0.47,-2.61,2.47,0.69,-1.40,1.55,1.73,0.33,0.23,0.48,1.55,-1.06,-5.24,-0.04,1.05,2.34,-0.01,-1.68,0.09,-0.18,-0.16,-0.29,-0.02,-0.35,NOT_EX
-0.47,-2.61,2.47,0.69,-1.40,1.55,1.73,0.33,0.23,0.48,1.55,-1.06,-5.24,-0.04,1.05,2.34,-0.01,-1.68,0.09,-0.18,-0.16,-0.29,-0.02,-0.35,-0.03,0.04,-0.38,-0.05,0.10,-0.51,-0.14,0.34,-0.52,-0.20,0.77,-0.42,-0.34,1.70,-0.32,-0.39,2.48,-0.34,-0.27,3.77,-0.28,NOT_EX
-0.03,0.04,-0.38,-0.05,0.10,-0.51,-0.14,0.34,-0.52,-0.20,0.77,-0.42,-0.34,1.70,-0.32,-0.39,2.48,-0.34,-0.27,3.77,-0.28,0.07,5.41,0.17,0.14,5.77,0.16,2.13,-3.88,-1.64,2.47,-4.25,0.93,1.86,-4.37,1.74,1.81,-3.88,1.05,1.32,-2.52,0.88,1.66,-0.15,1.93,NOT_EX
0.07,5.41,0.17,0.14,5.77,0.16,2.13,-3.88,-1.64,2.47,-4.25,0.93,1.86,-4.37,1.74,1.81,-3.88,1.05,1.32,-2.52,0.88,1.66,-0.15,1.93,1.59,0.17,1.97,0.35,3.15,-3.90,4.08,-0.25,-0.84,-1.77,0.66,-0.33,-0.08,-0.06,-0.13,0.18,-0.04,-0.20,0.03,-0.00,-0.38,NOT_EX
1.66,-0.15,1.93,1.59,0.17,1.97,0.35,3.15,-3.90,4.08,-0.25,-0.84,-1.77,0.66,-0.33,-0.08,-0.06,-0.13,0.18,-0.04,-0.20,0.03,-0.00,-0.38,0.17,0.11,-0.31,0.26,0.40,-0.35,0.13,0.58,-0.31,0.02,1.99,-0.24,-0.40,3.10,-0.45,0.05,5.62,-0.75,0.59,5.01,-2.19,NOT_EX
0.17,0.11,-0.31,0.26,0.40,-0.35,0.13,0.58,-0.31,0.02,1.99,-0.24,-0.40,3.10,-0.45,0.05,5.62,-0.75,0.59,5.01,-2.19,1.16,0.86,-2.76,2.45,-3.10,-1.52,0.47,-4.16,-0.15,1.25,-4.19,1.20,0.34,-2.74,1.86,0.52,-0.53,1.53,2.08,1.12,1.49,1.31,1.56,-0.91,NOT_EX
1.16,0.86,-2.76,2.45,-3.10,-1.52,0.47,-4.16,-0.15,1.25,-4.19,1.20,0.34,-2.74,1.86,0.52,-0.53,1.53,2.08,1.12,1.49,1.31,1.56,-0.91,2.25,1.67,-1.63,1.76,1.04,-1.77,-0.89,-2.52,1.47,0.36,0.07,0.35,-0.02,0.00,-0.04,0.11,-0.01,-0.10,0.31,-0.01,-0.08,NOT_EX
2.25,1.67,-1.63,1.76,1.04,-1.77,-0.89,-2.52,1.47,0.36,0.07,0.35,-0.02,0.00,-0.04,0.11,-0.01,-0.10,0.31,-0.01,-0.08,0.25,-0.01,-0.12,0.19,-0.02,-0.13,0.16,0.04,0.13,0.28,0.04,0.10,0.45,0.02,0.12,0.49,0.00,-0.03,0.30,0.05,-0.26,0.36,0.18,-0.34,NOT_EX
0.19,-0.02,-0.13,0.16,0.04,0.13,0.28,0.04,0.10,0.45,0.02,0.12,0.49,0.00,-0.03,0.30,0.05,-0.26,0.36,0.18,-0.34,0.57,0.25,-0.45,1.13,0.10,-1.93,1.82,-0.03,-3.11,7.80,-4.84,-6.06,2.30,-2.85,-4.21,-1.30,-0.67,-5.70,1.03,-1.56,-4.28,0.33,-1.16,-3.87,NOT_EX
0.57,0.25,-0.45,1.13,0.10,-1.93,1.82,-0.03,-3.11,7.80,-4.84,-6.06,2.30,-2.85,-4.21,-1.30,-0.67,-5.70,1.03,-1.56,-4.28,0.33,-1.16,-3.87,0.36,-0.47,-3.37,0.66,2.27,0.04,2.16,2.05,2.18,0.72,0.21,-0.40,1.27,0.01,0.65,1.03,-0.00,0.32,0.56,-0.01,0.46,NOT_EX
0.36,-0.47,-3.37,0.66,2.27,0.04,2.16,2.05,2.18,0.72,0.21,-0.40,1.27,0.01,0.65,1.03,-0.00,0.32,0.56,-0.01,0.46,0.94,-0.01,0.47,0.74,0.01,0.37,-0.17,-0.11,-0.49,-0.44,-0.13,-0.71,-0.37,-0.09,-0.63,-0.32,0.25,-0.95,-0.09,1.45,-1.08,-0.39,2.70,-0.98,NOT_EX
0.94,-0.01,0.47,0.74,0.01,0.37,-0.17,-0.11,-0.49,-0.44,-0.13,-0.71,-0.37,-0.09,-0.63,-0.32,0.25,-0.95,-0.09,1.45,-1.08,-0.39,2.70,-0.98,-0.35,3.19,-0.99,2.30,4.21,-1.93,1.26,-3.91,-1.90,0.29,-3.55,-0.53,0.40,-3.73,1.58,0.24,-3.88,1.96,0.24,-3.11,3.37,NOT_EX
-0.35,3.19,-0.99,2.30,4.21,-1.93,1.26,-3.91,-1.90,0.29,-3.55,-0.53,0.40,-3.73,1.58,0.24,-3.88,1.96,0.24,-3.11,3.37,-0.42,-2.64,2.02,1.61,-1.38,1.41,0.95,0.80,0.44,-2.03,3.01,-1.62,-4.93,-0.76,-0.39,0.62,-0.49,-0.10,-0.01,-0.16,-0.21,-0.11,-0.12,-0.37,NOT_EX
-0.42,-2.64,2.02,1.61,-1.38,1.41,0.95,0.80,0.44,-2.03,3.01,-1.62,-4.93,-0.76,-0.39,0.62,-0.49,-0.10,-0.01,-0.16,-0.21,-0.11,-0.12,-0.37,-0.06,-0.13,-0.46,-0.13,0.31,-0.56,-0.05,0.78,-0.56,-0.55,1.87,-0.68,-0.66,3.98,-0.36,-0.27,6.21,0.11,-2.67,-1.54,-2.47,NOT_EX
-0.11,-0.12,-0.37,-0.06,-0.13,-0.46,-0.13,0.31,-0.56,-0.05,0.78,-0.56,-0.55,1.87,-0.68,-0.66,3.98,-0.36,-0.27,6.21,0.11,-2.67,-1.54,-2.47,-0.73,-2.50,-0.51,-0.82,-4.36,1.15,-0.02,-4.98,1.63,-1.62,-3.81,3.72,0.49,-1.91,3.24,0.85,-1.65,3.03,1.29,-0.36,-1.03,NOT_EX
