% Data generated on Wed Nov 18 22:18:23 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.33,2.42,1.26,-0.54,0.57,-0.02,0.08,0.02,-0.84,0.84,0.47,-0.47,-0.04,-0.04,-0.21,-0.08,0.03,-0.20,-0.43,-0.14,0.04,0.09,-0.09,-0.58,-0.17,-1.10,-0.32,NOT_EX
-0.08,0.03,-0.20,-0.43,-0.14,0.04,0.09,-0.09,-0.58,-0.17,-1.10,-0.32,-0.21,-1.94,-0.37,1.29,-5.20,-2.55,0.80,1.59,-0.26,-1.01,2.99,1.50,-0.09,2.32,1.99,NOT_EX
-0.21,-1.94,-0.37,1.29,-5.20,-2.55,0.80,1.59,-0.26,-1.01,2.99,1.50,-0.09,2.32,1.99,0.12,1.40,1.14,-1.02,0.46,0.05,-0.18,-2.48,-0.83,1.61,0.16,-1.06,NOT_EX
-0.09,2.32,1.99,0.12,1.40,1.14,-1.02,0.46,0.05,-0.18,-2.48,-0.83,1.61,0.16,-1.06,0.35,0.09,-0.43,-0.10,0.05,-0.25,-0.07,0.03,-0.09,0.05,0.07,-0.16,NOT_EX
0.35,0.09,-0.43,-0.10,0.05,-0.25,-0.07,0.03,-0.09,0.05,0.07,-0.16,0.01,-0.18,-0.31,-0.04,-1.01,-0.31,-0.03,-3.31,-0.59,0.62,0.46,-0.18,-0.52,3.56,-0.20,NOT_EX
-0.04,-1.01,-0.31,-0.03,-3.31,-0.59,0.62,0.46,-0.18,-0.52,3.56,-0.20,-0.29,2.37,1.15,1.01,0.67,2.80,1.06,-1.35,3.41,3.77,-2.95,3.96,-0.93,0.10,0.18,NOT_EX
-0.29,2.37,1.15,1.01,0.67,2.80,1.06,-1.35,3.41,3.77,-2.95,3.96,-0.93,0.10,0.18,0.78,0.17,-0.63,0.75,0.11,-0.23,0.27,0.05,-0.18,0.48,0.07,-0.11,NOT_EX
0.91,-1.85,-3.30,-1.06,0.19,-2.89,0.32,0.49,-2.27,0.74,2.55,-1.99,-0.37,3.32,-1.26,-3.09,2.21,1.57,-2.49,0.45,2.81,-1.61,-1.42,1.59,-3.68,-2.88,1.40,EX_PEAK
0.82,-3.53,-1.99,2.37,-0.29,-3.94,0.11,-0.07,-2.40,1.81,0.66,-3.56,1.30,3.61,-1.86,-1.34,2.10,-0.27,-2.51,1.56,2.96,-1.76,0.04,2.57,-1.19,-1.04,1.93,EX_PEAK
-1.23,-2.81,-0.60,0.52,-2.12,-2.83,1.42,0.19,-2.45,1.50,-0.51,-3.45,-0.60,3.02,-1.42,-1.00,2.43,-0.16,0.08,0.58,0.13,-2.14,-0.36,3.53,-1.90,-1.50,2.07,EX_PEAK
-0.01,-0.39,-0.36,0.16,0.05,-2.62,4.35,0.24,-4.02,1.40,1.49,-1.89,-0.28,1.64,-0.32,-0.41,2.24,-0.05,-2.54,1.62,1.29,-3.37,0.71,1.89,-2.01,-0.24,1.56,EX_PEAK
-1.15,0.37,0.59,1.01,-0.22,-1.02,-1.32,0.85,-1.53,0.15,1.53,-1.73,-1.73,3.25,-0.53,-1.88,1.20,1.31,-1.49,-0.25,2.03,-1.94,-0.48,2.70,-4.38,-3.08,1.63,EX_PEAK
-4.38,-3.08,1.63,0.41,-1.13,-0.86,0.03,-0.09,0.69,-2.63,4.24,-1.49,3.71,1.96,-1.73,0.76,-1.68,-2.96,-0.01,3.24,0.28,-1.53,1.94,0.97,-2.65,1.52,2.09,EX_PEAK
1.08,1.58,-1.09,0.88,-0.60,-3.34,0.45,-1.24,-3.47,0.26,1.92,-1.06,-0.09,3.03,-0.81,-1.12,2.28,0.07,-1.72,-0.70,2.38,-1.11,-0.57,1.90,-2.21,-2.33,0.65,EX_PEAK
-2.30,-0.10,0.68,-2.72,1.93,1.78,-3.41,2.18,-2.00,4.54,-0.43,-4.21,1.74,1.78,-3.12,-0.03,-0.36,-0.88,-1.17,2.36,-0.26,-3.01,0.36,1.60,-2.34,-1.20,2.60,EX_PEAK
-0.62,1.58,0.74,-1.37,0.12,2.77,-0.92,-0.22,1.45,-1.64,-2.76,1.76,-0.45,-2.28,0.80,0.91,-1.85,-3.30,-1.06,0.19,-2.89,0.32,0.49,-2.27,0.74,2.55,-1.99,EX_TROU
-3.09,2.21,1.57,-2.49,0.45,2.81,-1.61,-1.42,1.59,-3.68,-2.88,1.40,0.82,-3.53,-1.99,2.37,-0.29,-3.94,0.11,-0.07,-2.40,1.81,0.66,-3.56,1.30,3.61,-1.86,EX_TROU
-2.51,1.56,2.96,-1.76,0.04,2.57,-1.19,-1.04,1.93,-2.72,-2.97,1.10,-1.23,-2.81,-0.60,0.52,-2.12,-2.83,1.42,0.19,-2.45,1.50,-0.51,-3.45,-0.60,3.02,-1.42,EX_TROU
0.08,0.58,0.13,-2.14,-0.36,3.53,-1.90,-1.50,2.07,-2.75,-3.41,1.59,-1.18,-1.44,0.55,-0.01,-0.39,-0.36,0.16,0.05,-2.62,4.35,0.24,-4.02,1.40,1.49,-1.89,EX_TROU
-2.54,1.62,1.29,-3.37,0.71,1.89,-2.01,-0.24,1.56,-1.06,-2.33,0.98,-0.55,-0.36,0.22,1.20,-1.80,-0.93,-1.15,0.37,0.59,1.01,-0.22,-1.02,-1.32,0.85,-1.53,EX_TROU
-1.73,3.25,-0.53,-1.88,1.20,1.31,-1.49,-0.25,2.03,-1.94,-0.48,2.70,-4.38,-3.08,1.63,0.41,-1.13,-0.86,0.03,-0.09,0.69,-2.63,4.24,-1.49,3.71,1.96,-1.73,EX_TROU
-0.01,3.24,0.28,-1.53,1.94,0.97,-2.65,1.52,2.09,-0.88,-1.39,1.41,-2.38,-3.19,0.81,-0.61,-1.92,-1.32,1.08,1.58,-1.09,0.88,-0.60,-3.34,0.45,-1.24,-3.47,EX_TROU
-1.72,-0.70,2.38,-1.11,-0.57,1.90,-2.21,-2.33,0.65,-2.30,-0.10,0.68,-2.72,1.93,1.78,-3.41,2.18,-2.00,4.54,-0.43,-4.21,1.74,1.78,-3.12,-0.03,-0.36,-0.88,EX_TROU
-0.26,0.14,2.25,0.21,-1.45,2.77,-0.45,-0.84,1.72,-0.76,2.15,3.61,3.03,1.51,-0.52,0.18,2.44,-1.11,0.17,1.95,-3.40,0.09,1.28,-2.69,0.84,-0.08,-0.67,EX_PEAK
-0.15,-1.16,-0.10,1.23,-1.82,-0.16,1.27,-1.31,1.34,1.04,1.17,0.25,1.19,2.02,0.31,0.57,2.03,-2.53,1.80,0.94,-3.57,2.89,-1.03,-3.54,0.93,-1.71,-0.90,EX_PEAK
1.37,-0.14,-0.09,1.72,1.77,0.54,-0.85,-1.44,4.04,-3.36,-0.65,3.80,-2.48,2.88,2.53,-1.95,2.37,1.05,0.41,1.99,-0.67,0.85,2.05,-3.51,3.35,-0.28,-5.43,EX_PEAK
0.29,-1.78,2.85,1.55,-0.97,3.92,1.28,0.30,3.40,0.48,0.99,2.00,-2.10,3.43,1.49,1.67,2.55,-1.56,1.23,2.09,-2.45,2.70,-0.24,-4.60,2.19,-4.91,-0.15,EX_PEAK
0.22,-0.72,2.80,-0.83,-1.25,4.02,0.69,2.16,2.63,-0.47,2.36,0.85,1.37,3.15,-0.80,1.43,2.42,-2.74,3.02,0.53,-4.36,4.56,-3.81,-2.02,1.85,-1.33,0.24,EX_PEAK
0.22,-0.99,1.63,-0.94,-0.29,3.66,0.55,1.68,2.85,-0.01,2.19,1.40,0.39,2.35,-0.19,0.85,1.86,-1.86,3.85,0.46,-4.80,3.83,-3.71,-3.16,-1.40,-1.51,-0.16,EX_PEAK
0.35,-3.80,1.30,0.64,-2.63,3.09,1.34,-1.56,3.72,2.17,1.14,2.26,1.53,2.64,0.12,2.21,2.24,-1.20,1.64,2.26,-3.14,2.36,0.37,-3.12,2.50,-3.77,-1.63,EX_PEAK
-1.71,-2.05,0.46,-0.88,-1.60,3.10,-1.16,-1.28,5.44,-1.81,2.90,5.01,1.88,1.84,0.87,-0.44,2.53,0.64,1.70,2.65,-1.53,1.03,1.57,-3.78,3.69,-1.50,-5.09,EX_PEAK
0.19,1.41,-0.55,-0.88,1.88,-0.24,-0.30,1.24,-2.05,2.21,0.06,-4.59,3.08,-3.00,-2.71,0.04,-2.67,1.05,0.25,-0.36,0.82,-0.26,0.14,2.25,0.21,-1.45,2.77,EX_TROU
0.84,-0.08,-0.67,1.02,-0.71,0.91,-1.98,-1.19,2.30,-0.15,-1.16,-0.10,1.23,-1.82,-0.16,1.27,-1.31,1.34,1.04,1.17,0.25,1.19,2.02,0.31,0.57,2.03,-2.53,EX_TROU
1.19,2.02,0.31,0.57,2.03,-2.53,1.80,0.94,-3.57,2.89,-1.03,-3.54,0.93,-1.71,-0.90,1.37,-0.14,-0.09,1.72,1.77,0.54,-0.85,-1.44,4.04,-3.36,-0.65,3.80,EX_TROU
-1.95,2.37,1.05,0.41,1.99,-0.67,0.85,2.05,-3.51,3.35,-0.28,-5.43,3.57,-4.25,0.36,1.59,-1.52,0.66,0.29,-1.78,2.85,1.55,-0.97,3.92,1.28,0.30,3.40,EX_TROU
1.67,2.55,-1.56,1.23,2.09,-2.45,2.70,-0.24,-4.60,2.19,-4.91,-0.15,-0.90,-1.86,0.73,-0.42,-0.78,1.95,0.22,-0.72,2.80,-0.83,-1.25,4.02,0.69,2.16,2.63,EX_TROU
1.37,3.15,-0.80,1.43,2.42,-2.74,3.02,0.53,-4.36,4.56,-3.81,-2.02,1.85,-1.33,0.24,0.34,-1.69,2.33,0.22,-0.99,1.63,-0.94,-0.29,3.66,0.55,1.68,2.85,EX_TROU
0.39,2.35,-0.19,0.85,1.86,-1.86,3.85,0.46,-4.80,3.83,-3.71,-3.16,-1.40,-1.51,-0.16,0.35,-3.80,1.30,0.64,-2.63,3.09,1.34,-1.56,3.72,2.17,1.14,2.26,EX_TROU
2.21,2.24,-1.20,1.64,2.26,-3.14,2.36,0.37,-3.12,2.50,-3.77,-1.63,2.34,-5.05,1.54,-1.71,-2.05,0.46,-0.88,-1.60,3.10,-1.16,-1.28,5.44,-1.81,2.90,5.01,EX_TROU
1.88,1.84,0.87,-0.44,2.53,0.64,1.70,2.65,-1.53,1.03,1.57,-3.78,3.69,-1.50,-5.09,1.34,-3.11,0.99,-0.10,-3.49,1.77,-1.29,-0.69,3.78,2.86,-2.09,2.93,EX_TROU
-0.08,-1.14,-0.23,-0.54,-4.08,0.14,-4.08,0.90,-2.01,0.17,3.39,-2.19,0.22,3.88,0.99,0.37,2.37,0.67,1.33,-0.54,0.70,6.08,-2.19,-3.58,0.17,0.02,0.06,NOT_EX
0.22,3.88,0.99,0.37,2.37,0.67,1.33,-0.54,0.70,6.08,-2.19,-3.58,0.17,0.02,0.06,-0.03,-0.15,-0.16,-0.03,-0.48,-0.22,0.03,-0.78,-0.37,0.30,-1.90,-0.13,NOT_EX
-0.03,-0.15,-0.16,-0.03,-0.48,-0.22,0.03,-0.78,-0.37,0.30,-1.90,-0.13,0.32,-4.66,-0.45,0.50,0.67,-0.86,0.70,2.35,0.92,0.04,3.17,2.14,-0.23,2.25,1.68,NOT_EX
0.32,-4.66,-0.45,0.50,0.67,-0.86,0.70,2.35,0.92,0.04,3.17,2.14,-0.23,2.25,1.68,-0.15,0.94,1.55,-3.48,0.10,0.06,-0.54,-0.00,-0.05,0.09,-0.09,-0.29,NOT_EX
-0.15,0.94,1.55,-3.48,0.10,0.06,-0.54,-0.00,-0.05,0.09,-0.09,-0.29,0.14,-0.25,-0.32,0.05,-1.05,-0.28,0.57,-3.37,-0.35,0.01,-5.65,-2.92,0.17,2.27,1.85,NOT_EX
0.14,-0.25,-0.32,0.05,-1.05,-0.28,0.57,-3.37,-0.35,0.01,-5.65,-2.92,0.17,2.27,1.85,0.23,5.08,2.50,-0.85,2.97,0.54,-1.75,1.80,0.49,2.36,-9.97,-3.75,NOT_EX
0.23,5.08,2.50,-0.85,2.97,0.54,-1.75,1.80,0.49,2.36,-9.97,-3.75,-2.53,-0.34,0.70,0.09,-0.13,-0.24,-0.01,-0.29,-0.39,0.01,-0.55,-0.33,0.15,-1.41,-0.18,NOT_EX
-2.53,-0.34,0.70,0.09,-0.13,-0.24,-0.01,-0.29,-0.39,0.01,-0.55,-0.33,0.15,-1.41,-0.18,0.43,-2.85,-0.20,-4.33,-0.05,-2.07,1.36,5.20,0.18,-1.57,4.38,2.63,NOT_EX
0.43,-2.85,-0.20,-4.33,-0.05,-2.07,1.36,5.20,0.18,-1.57,4.38,2.63,0.05,3.96,1.52,-2.20,-1.96,1.73,2.05,-1.63,-1.71,0.97,-0.93,-0.90,0.05,-0.19,-0.32,NOT_EX
0.05,3.96,1.52,-2.20,-1.96,1.73,2.05,-1.63,-1.71,0.97,-0.93,-0.90,0.05,-0.19,-0.32,-0.00,-0.12,-0.40,0.09,-0.70,0.01,-0.53,-2.96,-0.41,2.54,0.13,1.77,NOT_EX
-0.00,-0.12,-0.40,0.09,-0.70,0.01,-0.53,-2.96,-0.41,2.54,0.13,1.77,3.13,0.75,5.59,2.53,-1.03,6.79,1.85,-0.74,2.80,3.25,-4.10,-0.47,-0.13,0.04,0.04,NOT_EX
3.13,0.75,5.59,2.53,-1.03,6.79,1.85,-0.74,2.80,3.25,-4.10,-0.47,-0.13,0.04,0.04,0.10,-0.10,0.10,0.07,-0.04,-0.03,0.03,-0.25,-0.14,0.06,-1.93,-0.83,NOT_EX
0.10,-0.10,0.10,0.07,-0.04,-0.03,0.03,-0.25,-0.14,0.06,-1.93,-0.83,4.21,0.85,-1.43,0.34,0.96,4.44,-1.51,2.00,2.21,-0.04,-0.67,2.67,-0.83,0.29,0.05,NOT_EX
4.21,0.85,-1.43,0.34,0.96,4.44,-1.51,2.00,2.21,-0.04,-0.67,2.67,-0.83,0.29,0.05,2.78,0.15,-2.43,0.04,-0.11,-0.15,0.11,0.05,-0.24,0.14,0.02,-0.29,NOT_EX
2.78,0.15,-2.43,0.04,-0.11,-0.15,0.11,0.05,-0.24,0.14,0.02,-0.29,0.01,-0.48,-0.23,0.18,-2.51,-0.30,-0.06,-6.31,-1.17,-3.24,2.86,-0.57,-0.95,3.17,1.01,NOT_EX
0.01,-0.48,-0.23,0.18,-2.51,-0.30,-0.06,-6.31,-1.17,-3.24,2.86,-0.57,-0.95,3.17,1.01,-0.59,3.73,1.97,-0.47,1.86,2.69,-1.92,0.74,-2.18,0.95,-0.53,-0.35,NOT_EX
-0.59,3.73,1.97,-0.47,1.86,2.69,-1.92,0.74,-2.18,0.95,-0.53,-0.35,0.24,0.11,-0.42,-0.03,-0.18,-0.43,-0.04,-0.54,-0.43,0.35,-3.11,-0.09,1.40,-3.14,-1.45,NOT_EX
-0.03,-0.18,-0.43,-0.04,-0.54,-0.43,0.35,-3.11,-0.09,1.40,-3.14,-1.45,0.56,0.87,-0.41,1.11,2.59,3.29,0.37,2.92,1.45,0.08,1.01,-1.41,1.13,-0.70,0.93,NOT_EX
0.56,0.87,-0.41,1.11,2.59,3.29,0.37,2.92,1.45,0.08,1.01,-1.41,1.13,-0.70,0.93,2.17,-2.52,-0.74,-0.05,0.05,-0.12,0.10,-0.02,-0.22,0.09,-0.50,-0.34,NOT_EX
1.13,-0.70,0.93,2.17,-2.52,-0.74,-0.05,0.05,-0.12,0.10,-0.02,-0.22,0.09,-0.50,-0.34,0.14,-1.37,-0.18,-1.67,-4.83,-0.59,-1.82,1.94,-2.95,-1.68,4.08,1.53,NOT_EX
0.14,-1.37,-0.18,-1.67,-4.83,-0.59,-1.82,1.94,-2.95,-1.68,4.08,1.53,-0.72,4.27,1.04,-1.15,-0.01,1.43,0.01,-0.23,-0.09,-0.16,0.10,-0.28,0.09,-0.09,-0.28,NOT_EX
-0.72,4.27,1.04,-1.15,-0.01,1.43,0.01,-0.23,-0.09,-0.16,0.10,-0.28,0.09,-0.09,-0.28,-0.08,-0.35,-0.46,0.09,-0.94,-0.25,0.31,-2.48,-0.25,-1.83,-3.30,-1.06,NOT_EX
-0.08,-0.35,-0.46,0.09,-0.94,-0.25,0.31,-2.48,-0.25,-1.83,-3.30,-1.06,0.23,3.34,-0.41,-0.44,3.23,0.90,0.47,2.83,1.01,-0.79,0.21,0.50,1.82,-1.27,-0.62,NOT_EX
0.23,3.34,-0.41,-0.44,3.23,0.90,0.47,2.83,1.01,-0.79,0.21,0.50,1.82,-1.27,-0.62,8.25,-2.46,1.64,0.10,0.04,0.09,-0.03,0.06,-0.16,-0.13,0.06,-0.28,NOT_EX
8.25,-2.46,1.64,0.10,0.04,0.09,-0.03,0.06,-0.16,-0.13,0.06,-0.28,-0.62,-0.13,-1.18,-2.57,1.86,-5.60,-4.91,0.97,-7.37,-3.13,1.60,-7.15,-1.32,0.67,-2.10,NOT_EX
-0.62,-0.13,-1.18,-2.57,1.86,-5.60,-4.91,0.97,-7.37,-3.13,1.60,-7.15,-1.32,0.67,-2.10,-0.76,0.11,1.04,-1.30,0.57,-0.13,0.18,0.08,-0.26,0.06,-0.04,-0.18,NOT_EX
-0.76,0.11,1.04,-1.30,0.57,-0.13,0.18,0.08,-0.26,0.06,-0.04,-0.18,-0.14,-0.33,-0.18,-0.08,-0.82,-0.15,0.23,-1.82,-0.33,0.64,-3.77,-0.75,-2.80,-3.45,-1.40,NOT_EX
-0.08,-0.82,-0.15,0.23,-1.82,-0.33,0.64,-3.77,-0.75,-2.80,-3.45,-1.40,-3.22,4.20,1.05,-1.21,4.11,1.74,-0.92,3.63,2.07,-0.60,0.78,-0.18,1.68,-3.03,-1.08,NOT_EX
-3.22,4.20,1.05,-1.21,4.11,1.74,-0.92,3.63,2.07,-0.60,0.78,-0.18,1.68,-3.03,-1.08,-1.26,0.46,0.01,-0.03,-0.17,-0.04,-0.14,-0.40,-0.41,0.06,-0.81,-0.34,NOT_EX
-1.26,0.46,0.01,-0.03,-0.17,-0.04,-0.14,-0.40,-0.41,0.06,-0.81,-0.34,0.18,-1.28,-0.39,-1.88,-6.10,0.28,1.69,0.88,-0.98,1.16,4.28,0.85,0.69,3.50,3.05,NOT_EX
0.18,-1.28,-0.39,-1.88,-6.10,0.28,1.69,0.88,-0.98,1.16,4.28,0.85,0.69,3.50,3.05,-1.11,2.04,2.30,-1.01,-1.05,1.57,-3.22,-3.28,0.81,-0.30,-0.33,-0.14,NOT_EX
0.69,3.50,3.05,-1.11,2.04,2.30,-1.01,-1.05,1.57,-3.22,-3.28,0.81,-0.30,-0.33,-0.14,0.15,-0.23,-0.38,0.06,-0.53,-0.36,0.33,-1.22,-0.40,0.49,-3.50,-0.56,NOT_EX
0.15,-0.23,-0.38,0.06,-0.53,-0.36,0.33,-1.22,-0.40,0.49,-3.50,-0.56,-1.42,-4.96,-0.88,-0.73,3.84,1.20,-1.11,4.25,1.52,-1.01,3.50,0.82,-0.51,0.07,0.12,NOT_EX
-0.73,3.84,1.20,-1.11,4.25,1.52,-1.01,3.50,0.82,-0.51,0.07,0.12,0.38,-1.27,0.53,0.37,2.39,-0.87,0.12,-0.01,-0.27,-0.00,-0.38,-0.47,0.03,-0.92,-0.21,NOT_EX
0.38,-1.27,0.53,0.37,2.39,-0.87,0.12,-0.01,-0.27,-0.00,-0.38,-0.47,0.03,-0.92,-0.21,0.30,-2.21,-0.22,-1.99,-7.10,0.49,-4.03,4.45,-0.14,-0.17,4.86,0.80,NOT_EX
0.30,-2.21,-0.22,-1.99,-7.10,0.49,-4.03,4.45,-0.14,-0.17,4.86,0.80,-0.75,3.83,1.55,-0.57,2.24,1.86,1.45,-2.11,1.46,-4.00,-4.66,0.01,-0.11,-0.06,-0.14,NOT_EX
-0.75,3.83,1.55,-0.57,2.24,1.86,1.45,-2.11,1.46,-4.00,-4.66,0.01,-0.11,-0.06,-0.14,0.04,-0.17,-0.28,0.17,-0.29,-0.46,-0.03,-2.20,0.34,3.09,-0.13,-0.55,NOT_EX
-0.11,-0.06,-0.14,0.04,-0.17,-0.28,0.17,-0.29,-0.46,-0.03,-2.20,0.34,3.09,-0.13,-0.55,2.84,1.35,-0.30,2.88,0.62,5.26,3.12,-1.01,7.18,2.47,-0.62,4.01,NOT_EX
2.84,1.35,-0.30,2.88,0.62,5.26,3.12,-1.01,7.18,2.47,-0.62,4.01,0.98,0.09,2.63,3.55,-2.87,-1.10,-0.60,0.17,-0.35,-0.18,-0.10,0.22,-0.16,-0.15,0.16,NOT_EX
0.98,0.09,2.63,3.55,-2.87,-1.10,-0.60,0.17,-0.35,-0.18,-0.10,0.22,-0.16,-0.15,0.16,-0.09,-0.07,0.11,0.05,-0.15,-0.10,-0.06,-0.75,-0.06,-0.41,-3.21,-0.71,NOT_EX
-0.09,-0.07,0.11,0.05,-0.15,-0.10,-0.06,-0.75,-0.06,-0.41,-3.21,-0.71,0.51,0.64,-0.41,-0.19,2.45,2.03,-0.67,2.26,0.46,0.14,1.40,1.82,0.46,-0.88,-2.27,NOT_EX
-0.19,2.45,2.03,-0.67,2.26,0.46,0.14,1.40,1.82,0.46,-0.88,-2.27,0.45,-0.35,-1.17,0.30,-0.20,-0.27,0.19,-0.05,-0.47,0.21,-0.61,-0.43,0.08,-1.40,-0.32,NOT_EX
0.45,-0.35,-1.17,0.30,-0.20,-0.27,0.19,-0.05,-0.47,0.21,-0.61,-0.43,0.08,-1.40,-0.32,0.47,-3.24,-0.18,0.22,-6.26,-0.48,0.03,3.34,0.70,-0.69,4.26,1.51,NOT_EX
0.08,-1.40,-0.32,0.47,-3.24,-0.18,0.22,-6.26,-0.48,0.03,3.34,0.70,-0.69,4.26,1.51,-1.12,3.48,0.39,-1.16,0.38,2.14,2.42,-2.11,0.82,0.34,0.00,-0.47,NOT_EX
-1.12,3.48,0.39,-1.16,0.38,2.14,2.42,-2.11,0.82,0.34,0.00,-0.47,0.24,0.07,-0.50,0.08,-0.11,-0.37,0.03,-0.30,-0.57,0.02,-1.44,-0.13,0.66,-5.01,-0.88,NOT_EX
0.08,-0.11,-0.37,0.03,-0.30,-0.57,0.02,-1.44,-0.13,0.66,-5.01,-0.88,1.24,-4.30,-2.98,1.16,3.80,3.41,0.55,3.83,1.65,0.49,2.08,-0.15,-2.30,1.04,0.43,NOT_EX
1.24,-4.30,-2.98,1.16,3.80,3.41,0.55,3.83,1.65,0.49,2.08,-0.15,-2.30,1.04,0.43,1.77,-4.42,-2.41,0.72,-0.17,-0.18,0.12,0.02,-0.15,-0.01,-0.47,-0.31,NOT_EX
-0.10,-0.63,-0.85,-0.46,-0.76,-0.86,-0.36,-1.03,-2.13,0.26,-0.30,-2.40,0.93,3.12,-2.24,0.94,2.47,0.70,-0.39,1.68,0.34,-1.42,1.37,1.37,-1.19,0.66,0.84,EX_PEAK
-0.61,-2.94,-0.35,-2.22,-1.98,-2.01,0.97,0.13,-2.42,0.29,-0.03,-1.87,-0.11,3.59,-2.61,-0.94,2.10,-0.11,-0.73,1.45,0.28,-1.08,1.06,0.90,-0.96,0.34,0.89,EX_PEAK
0.27,-4.30,-1.10,0.35,-2.17,-0.37,0.26,0.57,-3.05,1.27,1.29,-3.21,0.67,3.08,-1.58,0.25,2.06,-1.42,0.02,1.78,-0.05,-1.13,1.83,1.05,-1.40,0.76,0.45,EX_PEAK
0.18,-0.91,-0.44,-0.04,-5.72,-1.57,-0.83,-0.73,-0.12,-0.45,0.69,-3.88,2.26,3.57,-2.74,-0.20,1.53,-2.80,-0.88,1.35,-1.23,-1.28,1.46,0.47,-2.09,1.11,2.34,EX_PEAK
-0.37,-0.97,-0.89,1.29,-4.71,-2.36,0.86,-0.43,-1.18,0.65,2.64,-2.38,-0.39,3.95,-5.63,0.68,1.61,0.28,-1.30,0.94,0.87,-5.62,-0.05,4.72,-1.56,-0.73,2.12,EX_PEAK
-1.48,-2.29,-0.16,-1.55,-1.40,-1.46,0.47,0.77,-2.73,1.15,0.62,-2.88,0.27,1.82,-1.39,-0.67,2.18,-1.95,-1.06,1.24,-0.19,-3.56,1.64,2.42,-2.06,0.73,2.53,EX_PEAK
1.07,-3.99,-1.17,-0.56,-4.14,-0.95,1.28,1.16,-1.74,-0.14,0.69,-1.25,-0.83,2.29,-3.58,1.81,2.32,-2.00,-0.75,1.81,-0.29,-0.94,2.34,-0.06,-1.92,0.54,2.26,EX_PEAK
0.36,-4.84,-2.15,0.17,-0.38,-1.77,2.67,0.83,-2.48,1.77,1.35,-1.13,-1.74,1.94,-2.87,-0.05,1.58,-0.44,-0.51,0.94,-0.27,-1.47,0.68,0.56,-1.48,0.25,0.18,EX_PEAK
-0.48,1.19,-1.20,0.72,0.32,-3.77,0.36,0.16,-1.80,1.35,2.04,0.21,-1.76,4.13,-2.24,-0.17,1.04,-0.33,-1.63,0.40,1.08,-1.95,-0.37,2.03,-0.76,-1.40,1.49,EX_PEAK
-1.74,-4.55,-2.03,1.88,0.58,-1.61,-0.71,0.80,-2.10,1.89,2.02,-4.17,-0.10,1.20,0.58,-1.98,2.82,-0.82,-4.35,1.99,3.49,-2.38,0.49,2.56,-0.97,0.22,0.86,EX_PEAK
-1.19,0.66,0.84,-1.96,-0.97,2.53,-0.64,-1.27,1.26,-0.42,-1.30,0.03,-0.61,-2.94,-0.35,-2.22,-1.98,-2.01,0.97,0.13,-2.42,0.29,-0.03,-1.87,-0.11,3.59,-2.61,EX_TROU
-1.08,1.06,0.90,-0.96,0.34,0.89,-3.21,-1.59,3.25,-1.04,-1.88,-0.08,0.27,-4.30,-1.10,0.35,-2.17,-0.37,0.26,0.57,-3.05,1.27,1.29,-3.21,0.67,3.08,-1.58,EX_TROU
-1.40,0.76,0.45,-3.18,-2.14,3.39,-1.31,-1.31,0.43,0.18,-0.91,-0.44,-0.04,-5.72,-1.57,-0.83,-0.73,-0.12,-0.45,0.69,-3.88,2.26,3.57,-2.74,-0.20,1.53,-2.80,EX_TROU
-2.48,-1.52,2.37,-1.65,-1.39,1.14,-0.38,-1.42,-0.97,-0.37,-0.97,-0.89,1.29,-4.71,-2.36,0.86,-0.43,-1.18,0.65,2.64,-2.38,-0.39,3.95,-5.63,0.68,1.61,0.28,EX_TROU
1.28,1.16,-1.74,-0.14,0.69,-1.25,-0.83,2.29,-3.58,1.81,2.32,-2.00,-0.75,1.81,-0.29,-0.94,2.34,-0.06,-1.92,0.54,2.26,-2.00,-0.87,0.63,-1.31,-1.28,0.51,EX_TROU
-1.92,0.54,2.26,-2.00,-0.87,0.63,-1.31,-1.28,0.51,-0.47,-2.29,1.85,0.36,-4.84,-2.15,0.17,-0.38,-1.77,2.67,0.83,-2.48,1.77,1.35,-1.13,-1.74,1.94,-2.87,EX_TROU
